,franquicia,titulo_original,recaudacion
50032,Flying Guillotine Collection,Xue di zi,0.0
50034,Young And Dangerous Collection,98古惑仔之龍爭虎鬥,0.0
50037,Sharpe Collection,Sharpe's Revenge,0.0
50055,Recep İvedik Serisi,Recep İvedik,5330000.0
50056,Recep İvedik Serisi,Recep İvedik 2,0.0
50057,Recep İvedik Serisi,Recep İvedik 3,0.0
50058,Recep İvedik Serisi,Recep İvedik 4,149521495.0
50062,Tarzan (Gordon Scott series),Tarzan's Fight for Life,0.0
50064,Sällskapsresorna,Hälsoresan,0.0
50065,My Little Pony: Equestria Girls Collection,My Little Pony: Equestria Girls - Rainbow Rocks,0.0
50077,My Little Pony: Equestria Girls Collection,My Little Pony: Equestria Girls - Friendship Games,0.0
50093,Dark Woods Collection,Villmark 2,0.0
50094,The Riffs Trilogy,Fuga dal Bronx,0.0
50100,Extralarge Collection,Extralarge: Black Magic,0.0
50106,Spud Collection,Spud 3: Learning to Fly,0.0
50107,Mega Shark Collection,Mega Shark vs. Mecha Shark,0.0
50110,Eating Out Series,Eating Out: Drama Camp,0.0
50111,Madeline,Madeline: Lost in Paris,0.0
50113,Babysitting,Babysitting 2,0.0
50116,The Garden of Sinners,劇場版「空の境界」 第一章 俯瞰風景,0.0
50122,The Garden of Sinners,劇場版「空の境界」第二章 殺人考察（前）,0.0
50128,The Garden of Sinners,劇場版「空の境界」第三章 痛覚残留,0.0
50134,The Garden of Sinners,劇場版「空の境界」第六章 忘却録音,0.0
50136,The Garden of Sinners,劇場版「空の境界」第七章 殺人考察（後）,0.0
50138,Another Gay Movie Collection,Another Gay Sequel: Gays Gone Wild!,0.0
50146,Pierino - Serie ufficiale,Pierino contro tutti,0.0
50148,A Chinese Ghost Story Collection,Sien lui yau wan III: Do do do,0.0
50152,Northpole,Northpole,0.0
50158,Wizards of Waverly Place Collection,Wizards of Waverly Place: The Movie,0.0
50163,Rudolph the Red-Nosed Reindeer Collection,Rudolph's Shiny New Year,0.0
50165,Ghost in the Shell: Arise,Kôkaku Kidôtai,101203.0
50167,Zoolander Collection,Zoolander 2,55969000.0
50169,Johan Falk GSI Collection,Johan Falk: De fredlösa,0.0
50171,Johan Falk GSI Collection,Johan Falk: Operation Näktergal,0.0
50173,Wallander (Rolf Lassgård),Pyramiden,0.0
50182,The Lion King Collection,The Lion Guard: Return of the Roar,0.0
50185,Fight Back to School Collection,逃學威龍,0.0
50188,The Bowery Boys,Bowery Buckaroos,0.0
50190,Parasyte Collection,寄生獣,0.0
50196,Parasyte Collection,寄生獣 完結編,0.0
50202,Uuno Turhapuro,Uuno Turhapuro – This Is My Life,0.0
50203,Uuno Turhapuro,Uuno Turhapuro - pisnismies,0.0
50204,Uuno Turhapuro,Tupla-Uuno,0.0
50205,Uuno Turhapuro,Uuno Turhapuro – kaksoisagentti,0.0
50206,Uuno Turhapuro,Uuno Turhapuro muuttaa maalle,0.0
50207,Uuno Turhapuro,Uuno Turhapuron muisti palailee pätkittäin,0.0
50208,Uuno Turhapuro,Uuno Turhapuro menettää muistinsa,0.0
50209,Uuno Turhapuro,Uuno Turhapuron Aviokriisi,0.0
50210,Uuno Turhapuro,"Rautakauppias Uuno Turhapuro, presidentin vävy",0.0
50212,Uuno Turhapuro,Häpy Endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,0.0
50213,Uuno Turhapuro,Lottovoittaja UKK Turhapuro,0.0
50214,Uuno Turhapuro,Professori Uuno D.G. Turhapuro,0.0
50215,Totò Collection,"Totò, Peppino e i fuorilegge",0.0
50216,Totò Collection,La Banda degli Onesti,0.0
50217,Totò Collection,"Totò, lascia o raddoppia?",0.0
50218,The Complete Monterey Pop Festival,Jimi Plays Monterey,0.0
50220,Daddy's Home Collection,Daddy's Home,242786137.0
50223,"Murder, She Baked Collection","Murder, She Baked: A Chocolate Chip Cookie Mystery",0.0
50229,"Murder, She Baked Collection","Murder, She Baked: A Plum Pudding Murder Mystery",0.0
50233,The Bridge,The Bridge,0.0
50235,Kung Fu Panda Collection,Kung Fu Panda 3,521170825.0
50275,Legend of the Galactic Heroes Collection,銀河英雄伝説: わが征くは星の大海,0.0
50281,Alligator Collection,Alligator 2 - The Mutation,0.0
50282,Dick Tracy 1940s Collection,Dick Tracy Meets Gruesome,0.0
50286,Rudolph the Red-Nosed Reindeer Collection,Rudolph and Frosty's Christmas in July,0.0
50289,Arabian Nights,"As Mil e Uma Noites: Volume 1, O Inquieto",0.0
50334,Naruto Collection,BORUTO -NARUTO THE MOVIE-,0.0
50337,Naruto Collection,The Last: Naruto the Movie,0.0
50340,Thou Shalt Laugh Collection,Thou Shalt Laugh 3,0.0
50341,Thou Shalt Laugh Collection,Thou Shalt Laugh,0.0
50342,Thou Shalt Laugh Collection,Thou Shalt Laugh 2 - The Deuce,0.0
50343,We Were Here,僕等がいた 前篇,0.0
50344,We Were Here,僕等がいた 後篇,0.0
50345,F.C. De Kampioenen Collectie,F.C. De Kampioenen: Kampioen zijn blijft plezant,7471304.0
50346,The Bowery Boys,Angels' Alley,0.0
50349,K3 Collectie,K3 en het IJsprinsesje,0.0
50350,OSS 117 The Original Saga,Furia à Bahia pour OSS 117,0.0
50358,Slime City Collection,Slime City,0.0
50359,The Cheetah Girls Collection,The Cheetah Girls: One World,0.0
50369,Assassination Classroom Collection,映画　暗殺教室,0.0
50377,Borsalino Collection,Borsalino and Co.,0.0
50384,White Collar Hooligan Collection,The Rise & Fall of a White Collar Hooligan,0.0
50394,La Classe Américaine & Cie,Derrick contre Superman,0.0
50395,All for ...,Alle for én,0.0
50396,Klassefesten (Samling),Klassefesten,0.0
50397,Tekken Collection,鉄拳 ブラッド・ベンジェンス,0.0
50421,Final Fantasy Collection,ラストオーダー -ファイナルファンタジーVII-,0.0
50427,Naruto Collection,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,0.0
50455,The Bowery Boys,Smugglers' Cove,0.0
50457,Tarzan (Johnny Weissmuller series),Tarzan and the Leopard Woman,0.0
50463,Witchcraft Collection,Witchcraft,0.0
50464,Witchcraft Collection,Witchcraft II: The Temptress,0.0
50465,Deathstalker Collection,Deathstalker and the Warriors from Hell,0.0
50471,Deathstalker Collection,Deathstalker IV: Match of Titans,0.0
50474,Dream a Little Dream Collection,Dream a Little Dream 2,0.0
50476,Seventh Company Collection,La 7ème compagnie au clair de lune,0.0
50477,Ride Along Collection,Ride Along 2,124827316.0
50485,Son of Batman Collection,Batman: Bad Blood,0.0
50491,ABCD Collection,एबीसीडी,222000.0
50493,Flowers in the Attic Collection,Seeds of Yesterday,0.0
50499,Stepford Collection,Revenge of the Stepford Wives,0.0
50503,Death Note Relight,DEATH NOTE リライト2 Lを継ぐ者,0.0
50509,Prostokvashino Collection,Трое из Простоквашино,0.0
50510,Ghost in the Shell: Stand Alone Complex,Kôkaku kidôtai: Stand Alone Complex - Solid State Society,0.0
50515,Самый лучший фильм - Коллекция,Samyy Luchshiy Film 2,0.0
50516,Jarhead Collection,Jarhead 3: The Siege,0.0
50525,"Crouching Tiger, Hidden Dragon Collection","Crouching Tiger, Hidden Dragon: Sword of Destiny",0.0
50534,... Has Fallen Collection,London Has Fallen,205754447.0
50570,Jesse Stone Collection,Jesse Stone: Lost in Paradise,0.0
50574,The Carry On Collection,Carry On Henry,0.0
50578,The Carry On Collection,Carry On Up the Jungle,0.0
50580,The Carry On Collection,Carry On Matron,0.0
50581,The Carry On Collection,Carry On at Your Convenience,0.0
50582,The Carry On Collection,Carry On Abroad,0.0
50583,What the Bleep! Collection,What the Bleep! Down the Rabbit Hole,138913.0
50585,Napapiirin sankarit,Napapiirin sankarit 2,0.0
50587,The Carry On Collection,Carry On Loving,0.0
50589,Raaz Collection,राज़,0.0
50591,The Carry On Collection,Carry On Again Doctor,0.0
50593,Ip Man Collection,葉問3,156844753.0
50605,Les Profs,Les Profs,0.0
50607,Pitbull - Kolekcja,Pitbull. Nowe porządki,0.0
50611,Pitbull - Kolekcja,Pitbull,0.0
50617,Naked Collection,Jue se wu qi,0.0
50623,Madicken,"Du är inte klok, Madicken",0.0
50625,Flower & Snake Collection,花と蛇,0.0
50628,Fimfárum (kolekce),Fimfárum Jana Wericha,0.0
50630,Fimfárum (kolekce),Fimfárum 2,0.0
50632,Emil i Lönneberga,Nya hyss av Emil i Lönneberga,0.0
50636,Welcome Collection,Welcome,36500000.0
50640,Bhoothnath Collection,भूतनाथ,0.0
50642,Golmaal Collection,Golmaal Returns,0.0
50643,Race Gurram collection,రేసుగుర్రం,0.0
50648,Dabangg Collection,Dabangg,0.0
50651,Golmaal Collection,Golmaal 3,0.0
50655,Rakht Charitra,रखता चरित्र,0.0
50667,1920 Collection,1920: Evil Returns,0.0
50669,All Stars Collectie,All Stars,0.0
50670,Open Season Collection,Open Season: Scared Silly,0.0
50682,The Magick Lantern Cycle,Kustom Kar Kommandos,0.0
50683,The Little Polar Bear Collection,Der kleine Eisbär,0.0
50686,Singham Collection,Singham Returns,0.0
50690,Ocho apellidos - Colección,Ocho apellidos catalanes,0.0
50700,Thumbs! Collection,Thumb Wars: The Phantom Cuticle,0.0
50702,Thumbs! Collection,Thumbtanic,0.0
50703,Little Bear,The Little Bear Movie,0.0
50709,Father of Four Collection,Far til fire - gi'r aldrig op!,0.0
50715,The Bowery Boys,Fighting Fools,0.0
50716,The Bowery Boys,Hold That Baby!,0.0
50717,Hate Story Collection,Hate Story 3,0.0
50719,All Stars Collectie,All Stars 2: Old Stars,0.0
50721,Knerten Collection,Knerten,0.0
50727,The Ouija Experiment Collection,The Ouija Exorcism,0.0
50728,Die Kirche bleibt im Dorf Collection,Täterätää - Die Kirche bleibt im Dorf 2,0.0
50730,The Carry On Collection,Carry On Girls,0.0
50731,Feluda Collection,জয় বাবা ফেলুনাথ,0.0
50732,Monster High Collection,Monster High: Great Scarrier Reef,0.0
50736,The Amityville Horror Collection,The Amityville Asylum,0.0
50737,The Bowery Boys,Angels in Disguise,0.0
50738,The Bowery Boys,Master Minds,0.0
50739,Blondie Collection,Blondie Plays Cupid,0.0
50740,Nuke 'Em High Collection,Return to Nuke 'Em High Volume 1,0.0
50743,Nuke 'Em High Collection,"Return to Return to Nuke 'Em High, aka Volume 2",0.0
50747,The Magick Lantern Cycle,Invocation of My Demon Brother,0.0
50748,Force Collection,Force,0.0
50753,Pee-wee's Collection,Pee-wee's Big Holiday,0.0
50759,Herr Lehmann Filmreihe,Neue Vahr Süd,0.0
50761,My Big Fat Greek Wedding Collection,My Big Fat Greek Wedding 2,88923251.0
50785,Sherlock Holmes (1939 series),The House of Fear,0.0
50791,Lone Wolf film series,The Lone Wolf Meets a Lady,0.0
50794,Kvartet I Collection,День выборов 2,4314688.0
50795,Teen Titans Collection,Justice League vs. Teen Titans,0.0
50801,The Bowery Boys,Blonde Dynamite,0.0
50803,I Spit on Your Grave Collection,I Spit on Your Grave III: Vengeance is Mine,0.0
50805,The Bowery Boys,Lucky Losers,0.0
50806,Lone Wolf film series,The Lone Wolf Strikes,0.0
50811,The Bowery Boys,Blues Busters,0.0
50812,The Bowery Boys,Triple Trouble,0.0
50813,The Bowery Boys,Bowery Battalion,0.0
50814,The Bowery Boys,Crazy Over Horses,0.0
50815,The Bowery Boys,Let's Go Navy!,0.0
50816,The Bowery Boys,Feudin' Fools,0.0
50817,The Bowery Boys,Here Come the Marines,0.0
50819,The Bowery Boys,Hold That Line,0.0
50821,The Bowery Boys,Clipped Wings,0.0
50822,The Bowery Boys,Jalopy,0.0
50823,The Bowery Boys,Loose in London,0.0
50826,The Bowery Boys,Private Eyes,0.0
50827,The Bowery Boys,Paris Playboys,0.0
50828,The Bowery Boys,Bowery to Bagdad,0.0
50829,The Bowery Boys,Dig That Uranium,0.0
50830,The Bowery Boys,High Society,0.0
50831,The Bowery Boys,Jail Busters,0.0
50832,The Bowery Boys,Spy Chasers,0.0
50833,The Bowery Boys,Crashing Las Vegas,0.0
50835,Hate Story Collection,Hate Story,0.0
50839,Hate Story Collection,Hate Story 2,0.0
50842,Los Leguineche - Colección,La escopeta nacional,1622164.0
50846,The Huntsman Collection,The Huntsman: Winter's War,164602163.0
50855,Neighbors Collection,Neighbors 2: Sorority Rising,108758521.0
50859,The Whistler collection,The Mark of the Whistler,0.0
50860,The Whistler collection,Voice of the Whistler,0.0
50862,The Whistler collection,Mysterious Intruder,0.0
50864,Black Magic Collection,Jiang tou,0.0
50865,Vabank (Collection),Vabank II,0.0
50867,The Garden of Sinners,劇場版「空の境界」第四章 伽藍の洞,0.0
50869,The Garden of Sinners,劇場版「空の境界」未来福音,0.0
50873,Blondie Collection,Blondie Goes Latin,0.0
50874,00 Schneider Filmreihe,00 Schneider - Jagd auf Nihil Baxter,0.0
50876,Otto Collection,Otto - Der Film,0.0
50879,Otto Collection,Otto - Der Neue Film,0.0
50882,Otto Collection,Otto - Der Außerfriesische,0.0
50884,Macross Frontier Collection,劇場版 マクロスF 恋離飛翼 ～サヨナラノツバサ～,0.0
50896,The Garden of Sinners,劇場版「空の境界」終章 空の境界,0.0
50900,Library Wars Collection,図書館戦争 THE LAST MISSION,0.0
50903,Shin Chan Collection,Kureyon Shin-chan ankoku tamatama daitsuiseki,0.0
50905,Kolpaçino Serisi,Kolpaçino,0.0
50907,Barbershop Collection,Barbershop: The Next Cut,55030051.0
50910,Finding Nemo Collection,Finding Dory,1028570889.0
50922,Black & White Collection,痞子英雄：全面開戰,0.0
50926,The Cutting Edge Collection,The Cutting Edge 3: Chasing the Dream,0.0
50929,The Cutting Edge Collection,The Cutting Edge: Fire & Ice,0.0
50933,Unoffical Ghosthouse Series,La casa 4,0.0
50934,Tarzan (Mike Henry series),Tarzan and the Valley of Gold,0.0
50942,Billa Collection,Billa,0.0
50948,Tognazzi & Vianello Collection,Il giorno più corto,0.0
50952,Tenchi Muyô Collection,天地無用!真夏のイブ,0.0
50956,The Durango Kid,Pecos River,0.0
50957,Armitage III Collection,アミテージ・ザ・サード DUAL-MATRIX,0.0
50962,Slayers - Movie Collection,スレイヤーズぷれみあむ,0.0
50966,Fatal Fury Collection,餓狼伝説 THE MOTION PICTURE,0.0
50974,Slayers - Movie Collection,スレイヤーズＲＥＴＵＲＮ,0.0
50978,Ranma Collection,らんま1/2 超無差別決戦! 乱馬チームVS伝説の鳳凰,0.0
50980,Slayers - Movie Collection,スレイヤーズ ぐれえと,0.0
50984,Slayers - Movie Collection,スレイヤーズごぅじゃす,0.0
51000,Slayers - Movie Collection,スレイヤーズ,0.0
51004,Tenchi Muyô Collection,Tenchi Muyô! In Love 2: Haruka naru omoi,0.0
51010,Tenchi Muyô Collection,天地無用! IN LOVE,0.0
51012,Karas The Collection,Karas: The Prophecy,0.0
51018,Animation Runner Kuromi (OAV collection),Animation Seisaku Shinkō Kuromi-chan,0.0
51019,Animation Runner Kuromi (OAV collection),Animation Seisaku Shinkō Kuromi-chan: Nippon no Anime wa Watashi ga Tsukuru! 2,0.0
51020,Megazone 23 Collection,Megazone 23,0.0
51022,Megazone 23 Collection,MEGAZONE23 III イブの目覚め／解放の日,0.0
51024,M.D. Geist Collection,装鬼兵MDガイスト2,0.0
51028,M.D. Geist Collection,装鬼兵MDガイスト,0.0
51031,Vampire Karnstein (Hammer series),Lust for a Vampire,0.0
51032,Memories Collection,彼女の想いで,0.0
51034,Little Forest Collection,リトル・フォレスト　冬・春,0.0
51035,The Carry On Collection,Carry On Cleo,0.0
51036,Kindergarten Cop Collection,Kindergarten Cop 2,0.0
51040,Billa Collection,Billa II,0.0
51044,Singam Collection,Singam,9700000.0
51050,Nana Collection,ナナ2,0.0
51052,Alvin and the Chipmunks Collection,Alvin and the Chipmunks: The Road Chip,233755553.0
51072,Texas Chainsaw Massacre Collection,Leatherface,0.0
51074,The Crossing Collection,太平轮(下),0.0
51080,Mi Nismo Anđeli Collection,Mi nismo anđeli,0.0
51081,Totò Collection,Miseria e Nobiltà,0.0
51082,CyberTracker Collection,CyberTracker,0.0
51084,Das Sams Collection,Sams in Gefahr,0.0
51085,Alice in Wonderland Collection,Alice Through the Looking Glass,299370084.0
51105,All of My Heart Collection,All of My Heart,0.0
51107,The Bridge,The Bridge Part 2,0.0
51109,Flower Shop Mystery Collection,Flower Shop Mystery: Mum's the Word,0.0
51112,The Dick Proenneke Collection,Alone in the Wilderness Part II,0.0
51154,Emmanuelle 2000 Collections (USA),Emmanuelle 2000: Emmanuelle's Intimate Encounters,0.0
51156,Now You See Me Collection,Now You See Me 2,334901337.0
51348,Kenji Misumi's Trilogy of the Sword,Ken,0.0
51349,The Land Before Time Collection,The Land Before Time XIV: Journey of the Brave,0.0
51352,LasseMaja: Samling,LasseMajas detektivbyrå - Stella Nostra,0.0
51354,The Olsen Gang Collection,Olsen-banden ser rødt,0.0
51357,The Olsen Gang Collection,Olsen-banden i Jylland,0.0
51360,Ator Collection,Ator l'invincibile 2,0.0
51369,Anders Matthesen,Anders Matthesen: Tal For Dig Selv,0.0
51370,Anders Matthesen,Anders Matthesen: Anden På Coke?,0.0
51371,Paranormal Investigations Collection,8213: Gacy House,0.0
51374,Teenage Mutant Ninja Turtles (Remake) Collection,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0
51434,The Good Witch Collection,The Good Witch,0.0
51440,Fast Getaway Collection,Fast Getaway,0.0
51446,Harry Palmer Collection,Bullet to Beijing,0.0
51449,The Bremen Town Musicians (Collection),Бременские музыканты,0.0
51452,The Conjuring Collection,The Conjuring 2,320170008.0
51466,Circuitry Man Collection,Circuitry Man II: Plughead Rewired,0.0
51470,Never Back Down Collection,Never Back Down: No Surrender,0.0
51472,Ghostbusters Collection,Ghostbusters,229147509.0
51493,Kung Fu Mahjong Collection,雀聖,0.0
51496,The Condemned Collection,The Condemned 2,0.0
51497,Mythica Collection,Mythica: The Necromancer,0.0
51506,Vares Collection,Vares – Uhkapelimerkki,0.0
51509,Vares Collection,Vares – Pimeyden tango,0.0
