,titulo_original,duracion,año_realizacion
38166,Wreck-It Ralph,108.0,2012
38170,The Saint In London,72.0,1939
38171,The Man with the Iron Fists,96.0,2012
38175,Single White Female 2: The Psycho,93.0,2005
38179,The Rutles 2: Can't Buy Me Lunch,56.0,2002
38182,Goal! III : Taking On The World,91.0,2009
38183,Jackass 3.5,85.0,2011
38186,The Scorpion King 3: Battle for Redemption,106.0,2012
38201,Wishmaster 2: Evil Never Dies,96.0,1999
38205,"Batman: The Dark Knight Returns, Part 1",76.0,2012
38221,The Twilight Saga: Breaking Dawn - Part 2,115.0,2012
38233,Step Up Revolution,99.0,2012
38236,Hellraiser: Revelations,75.0,2011
38244,笑拳怪招,92.0,1979
38252,Kirikou et les bêtes sauvages,75.0,2005
38260,Bad Ass,90.0,2012
38262,Nativity!,105.0,2009
38274,A Christmas Story 2,86.0,2012
38282,龍騰虎躍,92.0,1983
38284,Mais où est donc passée la 7ème compagnie ?,95.0,1973
38296,奇謀妙計五福星,108.0,1983
38300,福星高照,96.0,1985
38304,夏日福星,105.0,1985
38322,Shao Lin Si,95.0,1982
38324,Shao Lin xiao zi,103.0,1984
38328,南北少林,90.0,1986
38332,The Hobbit: An Unexpected Journey,169.0,2012
38356,黃飛鴻之西域雄獅,102.0,1997
38372,הסיפור של יוסי,84.0,2012
38376,Les Trois Frères,105.0,1995
38379,Le cœur des hommes,100.0,2003
38387,"Count Yorga, Vampire",93.0,1970
38388,Jack Reacher,130.0,2012
38400,Willard,95.0,1971
38402,Yoen dokufuden: hannya no ohyaku,90.0,1968
38403,Cirque du Soleil: Worlds Away,91.0,2012
38405,Silent Night,99.0,2012
38429,976-Evil II,93.0,1992
38431,Xtro 2: The Second Encounter,92.0,1990
38441,Xtro 3: Watch the Skies,97.0,1995
38443,Kevin Smith: Burn in Hell,89.0,2012
38446,Camp Rock 2: The Final Jam,97.0,2010
38452,StreetDance 3D,98.0,2010
38455,The Collection,94.0,2012
38459,るろうに剣心,134.0,2012
38468,Confessions of a Window Cleaner,90.0,1974
38469,Confessions of a Pop Performer,91.0,1975
38470,Trapped in the Closet: Chapters 1-12,43.0,2005
38471,Aftermath,30.0,1994
38473,Texas Chainsaw 3D,92.0,2013
38477,Dabangg 2,125.0,2012
38479,A Haunted House,86.0,2013
38487,"Batman: The Dark Knight Returns, Part 2",78.0,2013
38495,ビクティニと白き英雄レシラム,96.0,2011
38507,ビクティニと黒き英雄ゼクロム,96.0,2011
38525,Stone Cold,87.0,2005
38549,Jesse Stone: Death in Paradise,87.0,2006
38597,Jesse Stone: Sea Change,88.0,2007
38621,Jesse Stone: No Remorse,87.0,2010
38645,Jesse Stone: Innocents Lost,90.0,2011
38675,Jesse Stone: Benefit of the Doubt,87.0,2012
38699,Outpost: Black Sun,101.0,2012
38701,Up In Smoke,61.0,1957
38702,香港製造,104.0,1997
38708,Night of the Demons 2,96.0,1994
38712,Death Race: Inferno,105.0,2013
38718,"Angélique, Marquise Des Anges",117.0,1964
38745,地球攻撃命令 ゴジラ対ガイガン,89.0,1972
38751,Confessions of a Driving Instructor,90.0,1976
38752,Confessions from a Holiday Camp,88.0,1977
38754,The Haunting in Connecticut 2: Ghosts of Georgia,101.0,2013
38757,Baiohazâdo: Dijenerêshon,97.0,2008
38773,The ABCs of Death,123.0,2013
38785,極道黒社会,95.0,1997
38791,Biohazard: Damnation,100.0,2012
38797,Chinese Zodiac,120.0,2012
38817,Living Free,90.0,1972
38821,A Good Day to Die Hard,98.0,2013
38857,Åsa-Nisse - Wälkom to Knohult,89.0,2011
38865,Universal Soldier: Day of Reckoning,114.0,2012
38880,Before Midnight,108.0,2013
38940,Starship Troopers: Invasion,89.0,2012
38952,Lucifer Rising,29.0,1974
38976,西遊降魔篇,110.0,2013
39000,Maniac Cop 2,90.0,1990
39012,Fantômas: À l'ombre de la guillotine,54.0,1913
39014,The Last Exorcism Part II,88.0,2013
39018,G.I. Joe: Retaliation,110.0,2013
39042,The Net 2.0,95.0,2006
39045,The Croods,98.0,2013
39050,The Trial of the Incredible Hulk,100.0,1989
39055,Outlaw of Gor,89.0,1988
39061,Olympus Has Fallen,120.0,2013
39069,Don : The Chase Begins Again,178.0,2006
39075,Dr. Dolittle 3,95.0,2006
39093,El buque maldito,89.0,1974
39095,009 RE：CYBORG,103.0,2012
39098,कोई मिल गया,171.0,2003
39108,Scary Movie 5,86.0,2013
39109,Breaking Wind,83.0,2012
39111,Justice League: Doom,77.0,2012
39129,Iron Man 3,130.0,2013
39135,The Black Camel,71.0,1931
39140,The Human Tornado,85.0,1976
39142,Perils of the Sentimental Swordsman,87.0,1982
39143,呪怨: 白い老女,61.0,2009
39146,呪怨: 黒い少女,60.0,2009
39148,Nan quan wang,96.0,1984
39152,To ching chien ko wu ching chien,101.0,1977
39156,Fortress 2,92.0,1999
39160,Star Trek Into Darkness,132.0,2013
39172,座頭市と用心棒,115.0,1970
39175,Sissi - Die junge Kaiserin,107.0,1956
39181,The Hangover Part III,100.0,2013
39183,Fast & Furious 6,130.0,2013
39264,Captain America,97.0,1979
39267,Captain America II: Death Too Soon,88.0,1979
39271,The Devil's Carnival,55.0,2012
39272,Now You See Me,115.0,2013
39304,Dom kallar oss mods,100.0,1968
39305,Man of Steel,143.0,2013
39345,The Purge,86.0,2013
39375,Tetsuo: The Bullet Man,71.0,2009
39379,Beverly Hills Chihuahua 3 - Viva La Fiesta!,89.0,2012
39387,Monsters University,104.0,2013
39391,鋼の錬金術師 嘆きの丘（ミロス）の聖なる星,110.0,2011
39431,Pacific Rim,131.0,2013
39455,Lego Batman: The Movie - DC Super Heroes Unite,71.0,2013
39470,World War Z,116.0,2013
39540,K-911,91.0,1999
39544,Mr. Moto's Gamble,72.0,1938
39547,Yamla Pagla Deewana 2,154.0,2013
39549,Despicable Me 2,98.0,2013
39555,Ghoulies III: Ghoulies Go to College,94.0,1991
39565,Ghoulies IV,84.0,1994
39568,The Stig-Helmer Story,0.0,2011
39569,Return of the Living Dead: Necropolis,88.0,2005
39581,V/H/S/2,95.0,2013
39611,Return of the Living Dead: Rave to the Grave,86.0,2005
39623,Trilogy of Terror II,90.0,1996
39627,Sharknado,86.0,2013
39633,Den ofrivillige golfaren,107.0,1991
39648,Tai Chi Hero,100.0,2012
39650,Justice League: The Flashpoint Paradox,75.0,2013
39710,The Conjuring,112.0,2013
39716,Mean Girls 2,96.0,2011
39717,Gasland Part II,125.0,2013
39719,The Wolverine,126.0,2013
39767,RED 2,116.0,2013
39911,The Death of the Incredible Hulk,95.0,1990
39914,"Nick Carter, Master Detective",59.0,1939
39917,The Second Arrival,101.0,1998
39925,Vares – Kaidan tien kulkijat,93.0,2012
39927,Percy Jackson: Sea of Monsters,106.0,2013
39945,The Smurfs 2,105.0,2013
39965,Class of 1999,99.0,1990
39969,My Little Pony: Equestria Girls,72.0,2013
39979,ルパン三世 ルパンVS複製人間,102.0,1978
39989,Jay and Silent Bob Go Down Under,60.0,2012
39990,Batman: Mystery of the Batwoman,74.0,2003
40026,Kickboxer 3: The Art of War,92.0,1992
40030,Kickboxer 4: The Agresor,90.0,1994
40034,Class of 1999 II - The Substitute,87.0,1994
40036,We're the Millers,110.0,2013
40048,Grown Ups 2,100.0,2013
40051,Kick-Ass 2,103.0,2013
40063,Riddick,119.0,2013
40072,Planes,91.0,2013
40080,座頭市血笑旅,87.0,1964
40083,Mr. Moto in Danger Island,64.0,1939
40087,"Maria, ihm schmeckt's nicht!",92.0,2009
40091,Fritt vilt ll,86.0,2008
40095,Fritt vilt III,95.0,2010
40096,조폭 마누라 2: 돌아온 전설,110.0,2003
40098,Subspecies,83.0,1991
40100,Bloodstone: Subspecies II,107.0,1993
40104,Bloodlust: Subspecies III,83.0,1994
40110,Zapped Again!,96.0,1990
40112,Subspecies 4: Bloodstorm,85.0,1998
40120,Killjoy 2: Deliverance from Evil,77.0,2002
40121,Killjoy 3,76.0,2010
40123,Killjoy Goes To Hell,90.0,2012
40124,Puppet Master: Axis of Evil,81.0,2010
40125,I Spit on Your Grave 2,106.0,2013
40137,Insidious: Chapter 2,106.0,2013
40145,The Ultimate Life,105.0,2013
40147,Paradies: Glaube,113.0,2012
40153,Grand Masti,140.0,2013
40156,Bandit's Silver Angel,0.0,1994
40158,Scanners II: The New Order,104.0,1991
40182,Scanners III: The Takeover,101.0,1992
40230,Curse of Chucky,97.0,2013
40232,Angel,89.0,1984
40241,Cloudy with a Chance of Meatballs 2,95.0,2013
40247,An All Dogs Christmas Carol,73.0,1998
40250,An American Girl: McKenna Shoots for the Stars,85.0,2012
40252,Machete Kills,107.0,2013
40294,Calling Dr. Death,63.0,1943
40296,The Frozen Ghost,61.0,1945
40298,Weird Woman,64.0,1944
40300,Another 9 1/2 Weeks,105.0,1997
40330,ゴジラ×メガギラス G消滅作戦,105.0,2000
40332,Gojira tai Megaro,78.0,1973
40336,Back To The Secret Garden,100.0,2001
40360,モスラ,104.0,1996
40364,ゴジラvsスペースゴジラ,108.0,1994
40368,Pillow of Death,66.0,1945
40370,Mosura 2 - Kaitei no daikessen,97.0,1997
40374,モスラ3 キングギドラ来襲,99.0,1998
40377,Jackass Presents: Bad Grandpa,92.0,2013
40380,Race,161.0,2008
40384,Thor: The Dark World,112.0,2013
40387,ゴジラ×モスラ×メカゴジラ／東京SOS,91.0,2003
40389,ゴジラ×メカゴジラ,88.0,2002
40393,The Best Man Holiday,123.0,2013
40394,ONE PIECE FILM STRONG WORLD,114.0,2009
40400,One Piece Film Z,108.0,2012
40406,China O'Brien,86.0,1990
40408,The Hunger Games: Catching Fire,146.0,2013
40414,The Hobbit: The Desolation of Smaug,161.0,2013
40430,कृष ३,152.0,2013
40436,Frozen,102.0,2013
40442,Shinobi no Mono,104.0,1962
40444,大怪獣ガメラ,80.0,1965
40447,座頭市物語,96.0,1962
40450,続・座頭市物語,72.0,1962
40452,Grave Encounters 2,95.0,2012
40458,ヱヴァンゲリヲン新劇場版:Q,106.0,2012
40462,Fright Night 2: New Blood,99.0,2013
40464,Daikaijû kettô: Gamera tai Barugon,106.0,1966
40469,Legally Blondes,86.0,2009
40473,新・座頭市物語,91.0,1963
40475,座頭市兇状旅,86.0,1963
40478,Carmina o revienta.,71.0,2012
40484,Zatōichi abare-himatsuri,96.0,1970
40487,うる星やつら2 ビューティフル・ドリーマー,95.0,1984
40491,座頭市喧嘩旅,85.0,1963
40494,座頭市千両首,83.0,1964
40496,座頭市あばれ凧,82.0,1964
40498,座頭市関所破り,86.0,1964
40501,座頭市逆手斬り,88.0,1965
40504,座頭市二段斬り,84.0,1965
40507,天元突破グレンラガン 紅蓮篇Gekijouban Tengen Toppa Gurren Lagann: Gurren-hen,110.0,2008
40511,劇場版 天元突破グレンラガン 螺巌篇,120.0,2009
40515,Lady and the Tramp II: Scamp's Adventure,69.0,2001
40547,Dampfnudelblues,87.0,2013
40549,座頭市地獄旅,87.0,1965
40552,座頭市の歌が聞える,83.0,1966
40554,座頭市海を渡る,82.0,1966
40555,Anchorman 2: The Legend Continues,119.0,2013
40558,Dèmoni 2... L'incubo ritorna,91.0,1986
40562,Ninja: Shadow of a Tear,95.0,2013
40586,The Sandlot: Heading Home,96.0,2007
40592,Jägarna 2,129.0,2011
40601,Chissà Perché... Capitano Tutte A Me,99.0,1980
40605,Fack ju Göhte,119.0,2013
40607,Горько!,100.0,2013
40608,座頭市鉄火旅,93.0,1967
40611,Dhoom,124.0,2004
40623,American Addict,98.0,2012
40624,12 Rounds 2: Reloaded,95.0,2013
40626,Zanna Bianca,102.0,1973
40653,Dollman vs. Demonic Toys,64.0,1993
40658,Paranormal Activity: The Marked Ones,84.0,2014
40664,MacGyver: Trail to Doomsday,93.0,1994
40672,ドラゴンボールZ 神と神,85.0,2013
40684,Doragon bôru Z 4: Super Saiyajin da Son Gokû,43.0,1991
40690,Casse-Tête Chinois,117.0,2013
40750,Doragon Bōru: Saikyō e no Michi,74.0,1996
40752,The Hire: The Follow,11.0,2001
40754,A Turtle’s Tale 2: Sammy’s Escape From Paradise,92.0,2012
40778,Ride Along,99.0,2014
40786,Jack Ryan: Shadow Recruit,105.0,2014
40822,Divergent,139.0,2014
40828,Noll tolerans,108.0,1999
40836,Justice League: War,79.0,2014
40842,ガメラ対宇宙怪獣バイラス,81.0,1968
40845,Snabba Cash II,99.0,2012
41181,Flowers in the Attic,90.0,2014
41205,Les Bronzés 3 : Amis pour la vie,95.0,2006
41208,Teen Beach Movie,110.0,2013
41214,Zatōichi rōyaburi,96.0,1967
41220,座頭市血煙り街道,87.0,1967
41223,Gamera tai daiakuju Giron,82.0,1969
41226,Behind Enemy Lines III: Colombia,94.0,2009
41238,The Lego Movie,100.0,2014
41288,RoboCop,102.0,2014
41300,Samson and Delilah,172.0,1996
41302,Nymphomaniac: Vol. II,123.0,2013
41312,En plats i solen,0.0,2012
41315,The Secret of NIMH 2: Timmy to the Rescue,79.0,1998
41317,四大名捕,118.0,2012
41318,Don 2: The King is Back,145.0,2011
41342,Niko 2: Lentäjäveljekset,79.0,2012
41354,Les trois frères : Le retour,0.0,2014
41355,單身男女,115.0,2011
41358,Gamera the Brave,96.0,2006
41363,The Cutting Edge: Going for the Gold,98.0,2006
41366,Bring It On: Fight to the Finish,102.0,2009
41368,Zoku Shinobi no Mono,93.0,1963
41369,Bionicle: Mask of Light,70.0,2003
41389,Bionicle 2: Legends of Metru Nui,72.0,2004
41392,Bionicle 3: Web of Shadows,74.0,2005
41402,The Art of War III: Retribution,88.0,2009
41405,Bionicle: The Legend Reborn,80.0,2009
41420,新・忍びの者,86.0,1963
41421,300: Rise of an Empire,102.0,2014
41433,Contracted,78.0,2013
41437,Kvinden i buret,100.0,2013
41464,Carmina y amén.,97.0,2014
41470,Sniper: Reloaded,91.0,2011
41482,Meu Passado me Condena,0.0,2013
41483,Minha Mãe é uma Peça,85.0,2013
41488,Ocho apellidos vascos,98.0,2014
41500,Blondes at Work,63.0,1938
41502,キャプテンハーロック,115.0,2013
41504,Bloodfist,85.0,1989
41506,Captain America: The Winter Soldier,136.0,2014
41509,The Nut Job,85.0,2014
41541,Belle et Sébastien,104.0,2013
41561,BloodRayne: The Third Reich,79.0,2010
41573,BloodRayne II: Deliverance,99.0,2007
41579,Mon petit doigt m'a dit...,105.0,2005
41587,Associés contre le crime... 'L'œuf d'Ambroise',104.0,2012
41589,Muppets Most Wanted,112.0,2014
41605,Going Postal,182.0,2010
41611,The Raid 2: Berandal,150.0,2014
41635,Trancers II: The Return of Jack Deth,85.0,1991
41641,The Amazing Spider-Man 2,142.0,2014
41653,Son of Batman,74.0,2014
41668,Trancers 3: Deth Lives,75.0,1992
41674,God's Not Dead,113.0,2014
41675,Rio 2,102.0,2014
41691,Hatchet III,89.0,2013
41699,A Haunted House 2,87.0,2014
41703,Mulan II,79.0,2004
41811,Shinobi no mono: Kirigakure Saizo,87.0,1964
41815,Attack from Space,76.0,1965
41827,3 Holiday Tails,89.0,2011
41830,A Golden Christmas,95.0,2009
41833,A Golden Christmas 3,90.0,2013
41836,Neighbors,96.0,2014
41839,Alpha and Omega 2: A Howl-iday Adventure,45.0,2013
41845,Alpha and Omega 3: The Great Wolf Games,45.0,2014
41853,Into the Blue 2: The Reef,92.0,2009
41857,Atomic Rulers,83.0,1965
41861,Redes,65.0,1936
41865,Zatōichi kenka-daiko,84.0,1968
41868,X-Men: Days of Future Past,131.0,2014
41924,El hal,90.0,1981
41928,Zatōichi hatashi-jō,82.0,1968
41931,Zatōichi goyō-tabi,90.0,1972
41937,Shin Zatōichi monogatari: Oreta tsue,95.0,1972
41943,Shin Zatōichi monogatari: Kasama no chimatsuri,88.0,1973
41947,Invaders from Space,78.0,1965
41951,Turks & Caicos,95.0,2014
41971,Salting the Battlefield,93.0,2014
41980,Beneath the Valley of the Ultra-Vixens,93.0,1979
41981,Mission: Impossible - Rogue Nation,131.0,2015
42107,Bad Ass 2: Bad Asses,91.0,2014
42111,The Thompsons,84.0,2012
42115,Tangled Ever After,6.0,2012
42119,22 Jump Street,112.0,2014
42143,How to Train Your Dragon 2,102.0,2014
42155,The Legend of the 7 Golden Vampires,85.0,1974
42171,Saints and Soldiers: Airborne Creed,94.0,2012
42175,Think Like a Man Too,105.0,2014
42177,Transformers: Age of Extinction,165.0,2014
42201,Planes: Fire & Rescue,83.0,2014
42217,Dawn of the Planet of the Apes,130.0,2014
42229,呪怨: 終わりの始まり,91.0,2014
42230,トップをねらえ！＆トップをねらえ２！合体劇場版!!,180.0,2006
42239,The Purge: Anarchy,104.0,2014
42259,Guardians of the Galaxy,121.0,2014
42283,The Expendables 3,127.0,2014
42319,Paradies: Hoffnung,92.0,2013
42328,C+ jing taam,109.0,2007
42332,Sky Murder,72.0,1940
42333,De père en flic,107.0,2009
42335,The Trip to Italy,108.0,2014
42337,Largo Winch II,119.0,2011
42445,Step Up All In,112.0,2014
42451,Sharktopus vs Pteracuda,88.0,2014
42454,Teenage Mutant Ninja Turtles,101.0,2014
42469,Mr. Wong in Chinatown,71.0,1939
42471,Antboy,76.0,2013
42474,Antboy II: Den røde furies hævn,80.0,2014
42482,Appleseed Alpha,90.0,2014
42488,Carry On... Up the Khyber,88.0,1968
42490,Snake River Desperadoes,54.0,1951
42491,The Inbetweeners 2,96.0,2014
42493,Jesse Stone: Thin Ice,88.0,2009
42508,Sin City: A Dame to Kill For,102.0,2014
42522,The Scarlet Clue,65.0,1945
42526,Cat Run 2,97.0,2014
42528,Charlie Chan in the Secret Service,63.0,1944
42531,Atlas Shrugged Part III: Who is John Galt?,99.0,2014
42534,聖闘士星矢 LEGEND of SANCTUARY,93.0,2014
42537,Carry On Spying,87.0,1964
42541,Castle in the Desert,62.0,1942
42545,The Maze Runner,113.0,2014
42569,Sharknado 2: The Second One,86.0,2014
42575,Beste Zeit,95.0,2008
42578,Trailer Park Boys: Don't Legalize It,95.0,2014
42579,Cabin Fever: Patient Zero,91.0,2014
42582,Annabelle,99.0,2014
42586,Madicken på Junibacken,82.0,1980
42594,Charlie Chan at Monte Carlo,71.0,1937
42602,Charlie Chan at the Circus,72.0,1936
42606,Torrente 3: El protector,91.0,2005
42608,Charlie Chan at the Olympics,71.0,1937
42612,Charlie Chan at the Opera,68.0,1936
42616,House III: The Horror Show,95.0,1989
42617,Alien Nation: The Udara Legacy,90.0,1997
42618,Jackass Presents: Bad Grandpa .5,76.0,2014
42621,The Swan Princess: Escape from Castle Mountain,71.0,1997
42653,Challenge to Lassie,76.0,1949
42661,John Wick,101.0,2014
42751,The Disappearance of Eleanor Rigby: Them,119.0,2014
42756,Antoine et Colette,29.0,1962
42759,"Jungledyret Hugo 3: Fræk, flabet og fri",72.0,2007
42762,Charlie Chan at the Race Track,70.0,1936
42766,Charlie Chan at the Wax Museum,63.0,1940
42771,Charlie Chan at Treasure Island,72.0,1939
42773,City in Darkness,75.0,1939
42777,Charlie Chan in Honolulu,67.0,1938
42782,The Swan Princess: The Mystery of the Enchanted Kingdom,71.0,1998
42785,Charlie Chan in Panama,66.0,1940
42790,Charlie Chan in Paris,72.0,1935
42795,Charlie Chan in Reno,70.0,1939
42797,Charlie Chan in Rio,60.0,1941
42802,The Chinese Cat,66.0,1944
42806,Charlie Chan on Broadway,68.0,1937
42810,Jungledyret,73.0,1993
42814,Charlie Chan's Chance,73.0,1932
42815,Charlie Chan's Courage,70.0,1934
42816,The Mummy's Shroud,90.0,1967
42817,Blood from the Mummy's Tomb,94.0,1971
42818,Ouija,89.0,2014
42836,Jungledyret Hugo 2: Den store filmhelt,72.0,1996
42840,S.W.A.T.: Firefight,89.0,2011
42849,Blondie on a Budget,72.0,1940
42850,狄仁杰之神都龙王,133.0,2013
42866,The Hire: Star,7.0,2001
42869,Charlie Chan's Greatest Case,70.0,1933
42870,Charlie Chan's Murder Cruise,77.0,1940
42874,Charlie Chan's Secret,72.0,1936
42878,Charlotte's Web 2: Wilbur's Great Adventure,79.0,2003
42926,Ying hung boon sik III jik yeung ji gor,114.0,1989
42950,The Marine 2,95.0,2009
42962,Dead in Tombstone,100.0,2013
42970,Seal Team Eight: Behind Enemy Lines,98.0,2014
42976,The Land Before Time IV: Journey Through the Mists,74.0,1996
42979,The Land Before Time V: The Mysterious Island,74.0,1997
42982,The Land Before Time VI: The Secret of Saurus Rock,77.0,1998
42984,An American Tail: The Treasure of Manhattan Island,96.0,1998
42987,An American Tail: The Mystery of the Night Monster,78.0,1999
42993,The Marine 3: Homefront,86.0,2013
42996,Paradies: Liebe,120.0,2012
43005,Children of the Corn,92.0,2009
43008,Children of the Corn 666: Isaac's Return,82.0,1999
43010,Children of the Corn V: Fields of Terror,83.0,1998
43012,Children of the Corn: Genesis,95.0,2011
43016,Children of the Corn: Revelation,82.0,2001
43018,Elsk meg i morgen,90.0,2005
43019,Colt Comrades,67.0,1943
43025,Wolf Creek 2,106.0,2013
43045,Secret of the Wings,92.0,2012
43069,Tinker Bell and the Lost Treasure,81.0,2009
43093,Courage of Lassie,92.0,1946
43096,Cowgirls n' Angels,92.0,2012
43098,Sniper: Legacy,94.0,2014
43102,Cyborg 3: The Recycler,90.0,1995
43114,Cyborg Cop II,93.0,1994
43116,Cyborg Cop III,94.0,1995
43122,Dakota's Summer,91.0,2014
43123,Dangerous Money,66.0,1946
43125,Kickboxer 5: The Redemption,87.0,1995
43128,New Kids Nitro,78.0,2011
43130,The Whistler,59.0,1944
43134,Dark Alibi,61.0,1946
43138,Død Snø 2,100.0,2014
43165,Dead Man's Eyes,64.0,1944
43167,Dead Men Tell,61.0,1941
43172,座頭市,116.0,1989
43174,Obitaemyy Ostrov. Skhvatka,99.0,2009
43177,Hamilton - I nationens intresse,109.0,2012
43201,賽德克．巴萊(上)太陽旗,144.0,2011
43207,"Fat, Sick & Nearly Dead 2",89.0,2014
43210,Babysitting,85.0,2014
43216,Curse of the Fly,86.0,1965
43218,The Brides of Fu Manchu,94.0,1966
43230,The Hunger Games: Mockingjay - Part 1,123.0,2014
43236,The Apocalypse,180.0,2002
43244,Werner - Beinhart!,93.0,1990
43246,Ski School,95.0,1990
43248,Dumb and Dumber To,110.0,2014
43252,The Yes Men Are Revolting,90.0,2014
43258,Murder Over New York,65.0,1940
43263,Hua pi,103.0,2008
43299,Dolphin Tale 2,107.0,2014
43307,Aashiqui 2,132.0,2013
43311,ABCs of Death 2,125.0,2014
43416,Valami Amerika 2,110.0,2008
43417,２０世紀少年< 第1章> 終わりの始まり,142.0,2008
43429,非誠勿擾,130.0,2008
43432,V/H/S: Viral,81.0,2014
43436,ルパン三世,133.0,2014
43442,西遊記之大鬧天宮,119.0,2014
43454,Les Tuche,95.0,2011
43455,The Care Bears Adventure in Wonderland,75.0,1987
43457,Alien Nation: Dark Horizon,90.0,1994
43458,Alien Nation: Body and Soul,87.0,1995
43460,Alien Nation: The Enemy Within,91.0,1996
43461,Alien Nation: Millennium,90.0,1996
43463,Jurassic World,124.0,2015
43483,Astérix: Le domaine des dieux,85.0,2014
43549,Dio perdona … io no!,109.0,1967
43553,Horrible Bosses 2,108.0,2014
43556,霹靂十傑,89.0,1985
43560,Doctor at Large,104.0,1957
43562,Doctor in Distress,102.0,1963
43563,Doctor in the House,92.0,1954
43564,Dr. Dolittle: Million Dollar Mutts,90.0,2009
43567,Dr. Dolittle: Tail to the Chief,85.0,2008
43570,DragonHeart: A New Beginning,84.0,2000
43574,醉拳III,91.0,1994
43580,Penguins of Madagascar,92.0,2014
43584,Maze Runner: The Scorch Trials,132.0,2015
43587,Doctor at Sea,93.0,1955
43588,Nativity 2: Danger in the Manger!,105.0,2012
43590,Trailer Park Boys: Live at the North Pole,88.0,2014
43591,Cleopatra Jones and the Casino of Gold,94.0,1975
43627,Home Alone: The Holiday Heist,87.0,2012
43663,ต้มยำกุ้ง 2,104.0,2013
43664,Omen IV: The Awakening,97.0,1991
43676,Ninjas vs. Zombies,86.0,2008
43679,Sechs Schwedinnen von der Tankstelle,85.0,1980
43680,A Cinderella Story: Once Upon a Song,88.0,2011
43683,Bring It On: In It To Win It,90.0,2007
43685,Jarhead 2: Field of Fire,103.0,2014
43691,Jingle All the Way 2,93.0,2014
43695,The Hobbit: The Battle of the Five Armies,144.0,2014
43725,Zorro,124.0,1975
43741,Il ritorno di Ringo,95.0,1965
43765,Una pistola per Ringo,98.0,1965
43777,House of the Dead 2,95.0,2005
43779,Hana to hebi: kyûkyoku nawa chôkyô,0.0,1987
43781,The Beales of Grey Gardens,90.0,2006
43783,Squadra antiscippo,95.0,1976
43787,Squadra antifurto,101.0,1976
43789,Squadra antitruffa,0.0,1977
43790,Squadra antimafia,0.0,1978
43794,Squadra antigangsters,0.0,1979
43796,Assassinio sul Tevere,98.0,1979
43799,Delitto a Porta Romana,,1980
43800,Delitto al ristorante cinese,0.0,1981
43803,Delitto sull'autostrada,0.0,1982
43805,Delitto al Blue Gay,0.0,1984
43806,Kingsman: The Secret Service,130.0,2015
43838,Night at the Museum: Secret of the Tomb,97.0,2014
43878,Les Vacances du Petit Nicolas,97.0,2014
43896,Carry On Teacher,86.0,1959
43898,Carry On Constable,86.0,1960
43899,Anche gli angeli mangiano fagioli,118.0,1973
43917,The Prophecy: Forsaken,75.0,2005
43925,Anche gli angeli tirano di destro,111.0,1974
43927,Fanny,102.0,2013
43929,FernGully 2: The Magical Rescue,72.0,1998
43953,L'allenatore nel pallone 2,108.0,2008
43958,Sharpe's Gold,101.0,1995
43967,Sharpe's Battle,100.0,1995
43979,Sharpe's Sword,101.0,1995
43997,Sharpe's Eagle,98.0,1993
44045,"Silent Night, Deadly Night 5: The Toy Maker",90.0,1991
44047,Garfield Gets Real,75.0,2007
44050,Garfield's Fun Fest,79.0,2008
44056,Cheech & Chong Get Out of My Room,53.0,1985
44058,"No Retreat, No Surrender 2: Raging Thunder",104.0,1988
44074,Taken 3,109.0,2014
44110,Beck 27 - Rum 302,95.0,2015
44119,Terminator Genisys,126.0,2015
44131,The Woman in Black 2: Angel of Death,90.0,2014
44185,Johan Falk: GSI - Gruppen för särskilda insatser,113.0,2009
44187,Johan Falk: Vapenbröder,93.0,2009
44191,Freche Mädchen,97.0,2008
44199,I due carabinieri,0.0,1984
44200,Korengal,84.0,2014
44203,The Hire: Powder Keg,14.0,2001
44205,The Hire: Chosen,6.0,2001
44207,The Hire: Ambush,6.0,2001
44209,The Hire: Ticker,11.0,2002
44211,The Hire: Beat the Devil,9.0,2002
44214,The Hire: Hostage,11.0,2002
44216,The Reef 2: High Tide,80.0,2012
44224,Space Buddies,84.0,2009
44296,Viy,127.0,2014
44344,Manon des sources,225.0,1952
44345,101 Dalmatians II: Patch's London Adventure,70.0,2003
44349,Van Wilder: Freshman Year,100.0,2009
44351,V,197.0,1983
44355,Highlander V: The Source,86.0,2007
44373,Seed,90.0,2007
44375,StreetDance 2,85.0,2012
44379,Wrong Turn 5: Bloodlines,91.0,2012
44385,V: The Final Battle,272.0,1984
44386,Shark Attack 3: Megalodon,99.0,2002
44392,Save the Last Dance 2,90.0,2006
44395,Rest Stop: Don't Look Back,89.0,2008
44396,Ehi amico... c'è Sabata. Hai chiuso!,111.0,1969
44408,Wishmaster 3: Beyond the Gates of Hell,89.0,2001
44432,Leprechaun: Back 2 tha Hood,90.0,2003
44434,No Man's Land: The Rise of Reeker,88.0,2008
44438,Sometimes They Come Back... Again,98.0,1996
44439,The Dentist 2: Brace Yourself,100.0,1998
44443,The Blood of Fu Manchu,92.0,1968
44603,Carry On Cabby,91.0,1963
44604,Carry On Behind,90.0,1975
44606,Carry On Cruising,89.0,1962
44607,Pride of the Bowery,68.0,1940
44611,Wishmaster 4: The Prophecy Fulfilled,92.0,2002
44621,Shark Attack,95.0,1999
44630,Ator il guerriero di ferro,82.0,1987
44633,神打,98.0,1975
44637,Stuart Little 3: Call of the Wild,72.0,2005
