,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
51816397,60935,Director,Matthijs van Heijningen Jr.,The Thing Collection,Universal Pictures,Canada,35000000.0,en,The Thing,2011-10-12,28128670.0,103.0,2011,0.8036762857142857
51816398,60935,Director,Matthijs van Heijningen Jr.,The Thing Collection,Strike Entertainment,United States of America,35000000.0,en,The Thing,2011-10-12,28128670.0,103.0,2011,0.8036762857142857
51816399,60935,Director,Matthijs van Heijningen Jr.,The Thing Collection,Strike Entertainment,Canada,35000000.0,en,The Thing,2011-10-12,28128670.0,103.0,2011,0.8036762857142857
51816400,60935,Director,Matthijs van Heijningen Jr.,The Thing Collection,Morgan Creek Productions,United States of America,35000000.0,en,The Thing,2011-10-12,28128670.0,103.0,2011,0.8036762857142857
51816401,60935,Director,Matthijs van Heijningen Jr.,The Thing Collection,Morgan Creek Productions,Canada,35000000.0,en,The Thing,2011-10-12,28128670.0,103.0,2011,0.8036762857142857
51826188,75969,Director,Simon Verhoeven,Men in the City Collection,Wiedemann & Berg Filmproduktion,Germany,0.0,de,Männerherzen... und die ganz ganz große Liebe,2011-09-06,0.0,112.0,2011,0.0
51826258,10005,Director,James Dodson,Behind Enemy Lines Collection,Twentieth Century Fox Film Corporation,United States of America,0.0,en,Behind Enemy Lines II: Axis of Evil,2006-10-17,0.0,96.0,2006,0.0
51826429,52297,Director,Bob Swerer Jr.,The Dick Proenneke Collection,Bob Swerer Productions,United States of America,0.0,en,Alaska: Silence And Solitude,2005-09-06,0.0,57.0,2005,0.0
51826430,52297,Director,Bob Swerer Sr.,The Dick Proenneke Collection,Bob Swerer Productions,United States of America,0.0,en,Alaska: Silence And Solitude,2005-09-06,0.0,57.0,2005,0.0
51826435,85766,Director,Dick Proenneke,The Dick Proenneke Collection,Bob Swerer Productions,United States of America,0.0,en,The Frozen North,2006-12-25,0.0,60.0,2006,0.0
51826437,85766,Director,Bob Swerer Jr.,The Dick Proenneke Collection,Bob Swerer Productions,United States of America,0.0,en,The Frozen North,2006-12-25,0.0,60.0,2006,0.0
51826439,85766,Director,Bob Swerer Sr.,The Dick Proenneke Collection,Bob Swerer Productions,United States of America,0.0,en,The Frozen North,2006-12-25,0.0,60.0,2006,0.0
51826447,72571,Director,Henry Joost,Paranormal Activity Collection,Paramount Pictures,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826448,72571,Director,Henry Joost,Paranormal Activity Collection,Blumhouse Productions,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826449,72571,Director,Henry Joost,Paranormal Activity Collection,Room 101,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826450,72571,Director,Henry Joost,Paranormal Activity Collection,Solana Films,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826451,72571,Director,Ariel Schulman,Paranormal Activity Collection,Paramount Pictures,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826452,72571,Director,Ariel Schulman,Paranormal Activity Collection,Blumhouse Productions,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826453,72571,Director,Ariel Schulman,Paranormal Activity Collection,Room 101,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826454,72571,Director,Ariel Schulman,Paranormal Activity Collection,Solana Films,United States of America,5000000.0,en,Paranormal Activity 3,2011-10-19,205703818.0,83.0,2011,41.1407636
51826799,3966,Director,Abby Berlin,Blondie Collection,,United States of America,0.0,en,Blondie Knows Best,1946-10-17,0.0,69.0,1946,0.0
51826811,58233,Director,Oliver Parker,Johnny English Collection,Universal Pictures,United Kingdom,45000000.0,en,Johnny English Reborn,2011-09-15,160078586.0,101.0,2011,3.5573019111111117
51826812,58233,Director,Oliver Parker,Johnny English Collection,Universal Pictures,Hong Kong,45000000.0,en,Johnny English Reborn,2011-09-15,160078586.0,101.0,2011,3.5573019111111117
51826813,58233,Director,Oliver Parker,Johnny English Collection,Universal Pictures,China,45000000.0,en,Johnny English Reborn,2011-09-15,160078586.0,101.0,2011,3.5573019111111117
51834011,56122,Director,Vittorio De Sica,Totò Collection,Dino de Laurentiis Cinematografica,Italy,0.0,en,L'oro di Napoli,1954-12-03,0.0,131.0,1954,0.0
51834012,56122,Director,Vittorio De Sica,Totò Collection,Carlo Ponti Cinematografica,Italy,0.0,en,L'oro di Napoli,1954-12-03,0.0,131.0,1954,0.0
51834139,27769,Director,Tom McLoughlin,Sometimes They Come Back Collection,,United States of America,0.0,en,Sometimes They Come Back,1991-05-07,0.0,97.0,1991,0.0
51834202,94336,Director,Christian Petzold,Dreileben,Schramm Film Koerner & Weber,Germany,0.0,de,Dreileben: Etwas Besseres als den Tod,2011-04-13,0.0,88.0,2011,0.0
51834203,94336,Director,Christian Petzold,Dreileben,Bayerischer Rundfunk (BR),Germany,0.0,de,Dreileben: Etwas Besseres als den Tod,2011-04-13,0.0,88.0,2011,0.0
51834262,80607,Director,Chuck Jones,Daffy Duck Movie Collection,Warner Bros.,United States of America,0.0,en,Daffy Duck's Movie: Fantastic Island,1983-08-05,0.0,78.0,1983,0.0
51834263,80607,Director,Robert McKimson,Daffy Duck Movie Collection,Warner Bros.,United States of America,0.0,en,Daffy Duck's Movie: Fantastic Island,1983-08-05,0.0,78.0,1983,0.0
51834264,80607,Director,Friz Freleng,Daffy Duck Movie Collection,Warner Bros.,United States of America,0.0,en,Daffy Duck's Movie: Fantastic Island,1983-08-05,0.0,78.0,1983,0.0
51834271,64328,Director,James Bobin,The Muppet Collection,Walt Disney Pictures,United States of America,45000000.0,en,The Muppets,2011-11-22,165184237.0,103.0,2011,3.6707608222222223
51834694,50619,Director,Bill Condon,The Twilight Collection,Summit Entertainment,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834695,50619,Director,Bill Condon,The Twilight Collection,Sunswept Entertainment,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834696,50619,Director,Bill Condon,The Twilight Collection,Total Entertainment,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834697,50619,Director,Bill Condon,The Twilight Collection,TSBD Canada Productions,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834698,50619,Director,Bill Condon,The Twilight Collection,Zohar International,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834699,50619,Director,Bill Condon,The Twilight Collection,Temple Hill Entertainment,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834700,50619,Director,Bill Condon,The Twilight Collection,TSBD Louisiana,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51834701,50619,Director,Bill Condon,The Twilight Collection,TSBD Productions,United States of America,110000000.0,en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,712171856.0,117.0,2011,6.4742896
51861766,70590,Director,Rohit Shetty,Singham Collection,Reliance Entertainment,India,3062000.0,hi,Singham,2011-07-22,25034000.0,143.0,2011,8.175702155453951
51861856,15157,Director,Damon Santostefano,Cinderella Story Collection,Warner Premiere,Canada,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51861857,15157,Director,Damon Santostefano,Cinderella Story Collection,Warner Premiere,United States of America,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51861858,15157,Director,Damon Santostefano,Cinderella Story Collection,CS2 Films,Canada,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51861859,15157,Director,Damon Santostefano,Cinderella Story Collection,CS2 Films,United States of America,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51861860,15157,Director,Damon Santostefano,Cinderella Story Collection,Dylan Sellers Productions,Canada,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51861861,15157,Director,Damon Santostefano,Cinderella Story Collection,Dylan Sellers Productions,United States of America,5000000.0,en,Another Cinderella Story,2008-09-16,0.0,90.0,2008,0.0
51862396,74135,Director,Shinsuke Sato,Gantz Collection,Toho Company,Japan,0.0,ja,Gantz: Perfect Answer,2011-04-23,0.0,141.0,2011,0.0
51862397,74135,Director,Shinsuke Sato,Gantz Collection,Nikkatsu,Japan,0.0,ja,Gantz: Perfect Answer,2011-04-23,0.0,141.0,2011,0.0
51862398,74135,Director,Shinsuke Sato,Gantz Collection,Shueisha,Japan,0.0,ja,Gantz: Perfect Answer,2011-04-23,0.0,141.0,2011,0.0
51862399,74135,Director,Shinsuke Sato,Gantz Collection,Nippon Television Network Corporation (NTV),Japan,0.0,ja,Gantz: Perfect Answer,2011-04-23,0.0,141.0,2011,0.0
51865420,25834,Director,Harry Bromley Davenport,Xtro Collection,Amalgamated Film Enterprises,United Kingdom,0.0,en,Xtro,1982-12-06,0.0,83.0,1982,0.0
51865472,28118,Director,Max Lang,The Gruffalo Collection,Magic Light Pictures,United Kingdom,0.0,en,The Gruffalo,2009-12-25,0.0,27.0,2009,0.0
51865474,28118,Director,Jakob Schuh,The Gruffalo Collection,Magic Light Pictures,United Kingdom,0.0,en,The Gruffalo,2009-12-25,0.0,27.0,2009,0.0
51865520,11625,Director,Philippe Grimond,Asterix and Obelix (Animation) Collection,Gaumont,France,0.0,fr,Astérix et le coup du menhir,1989-10-03,0.0,81.0,1989,0.0
51865521,11625,Director,Philippe Grimond,Asterix and Obelix (Animation) Collection,Gaumont,Germany,0.0,fr,Astérix et le coup du menhir,1989-10-03,0.0,81.0,1989,0.0
51865522,11625,Director,Philippe Grimond,Asterix and Obelix (Animation) Collection,Extrafilm,France,0.0,fr,Astérix et le coup du menhir,1989-10-03,0.0,81.0,1989,0.0
51865523,11625,Director,Philippe Grimond,Asterix and Obelix (Animation) Collection,Extrafilm,Germany,0.0,fr,Astérix et le coup du menhir,1989-10-03,0.0,81.0,1989,0.0
51866288,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Extrafilm,Germany,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51866289,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Extrafilm,France,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51866290,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Milimetros,Germany,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51866291,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Milimetros,France,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51866292,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Hahn Film AG,Germany,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51866293,9369,Director,Gerhard Hahn,Asterix and Obelix (Animation) Collection,Hahn Film AG,France,0.0,fr,Astérix et les Indiens,1994-09-27,0.0,85.0,1994,0.0
51870896,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,A. Film,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870897,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,A. Film,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870898,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,M6 Studio,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870899,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,M6 Studio,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870900,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,TPS Star,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870901,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,TPS Star,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870902,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,M6,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870903,9642,Director,Stefan Fjeldmark,Asterix and Obelix (Animation) Collection,M6,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870928,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,A. Film,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870929,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,A. Film,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870930,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,M6 Studio,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870931,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,M6 Studio,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870932,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,TPS Star,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870933,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,TPS Star,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870934,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,M6,Denmark,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
51870935,9642,Director,Jesper Møller,Asterix and Obelix (Animation) Collection,M6,France,0.0,fr,Astérix et les Vikings,2006-04-05,0.0,78.0,2006,0.0
