,pelicula_id,director,titulo_original,recaudacion,fecha_realizacion,presupuesto,ganancia
48025751,13767,Michael Lembeck,The Santa Clause 3: The Escape Clause,84500122.0,2006-11-01,12000000.0,7.041676833333334
48028199,36557,Martin Campbell,Casino Royale,599045960.0,2006-11-14,150000000.0,3.9936397333333336
48348149,9836,George Miller,Happy Feet,384335608.0,2006-11-16,100000000.0,3.84335608
48348469,15152,Michel Hazanavicius,"OSS 117 : Le Caire, nid d'espions",0.0,2006-04-05,0.0,0.0
48349189,14457,Dave Payne,Reeker,0.0,2005-03-13,0.0,0.0
48350809,10032,Mort Nathan,Van Wilder 2: The Rise of Taj,6086508.0,2006-12-01,0.0,inf
48350828,22440,Lambert Hillyer,Dracula's Daughter,0.0,1936-05-11,0.0,0.0
48351206,17604,Robert Day,She,0.0,1965-04-10,0.0,0.0
48351296,15077,Johnnie To,黑社会2：以和为贵,0.0,2006-04-27,0.0,0.0
48351904,1246,Sylvester Stallone,Rocky Balboa,155721132.0,2006-12-20,24000000.0,6.4883805
48352416,12795,Todd Stephens,Another Gay Movie,745327.0,2006-04-28,500000.0,1.490654
48352928,14277,Dylan Avery,Loose Change: 2nd Edition,0.0,2006-06-01,5000.0,0.0
48352929,33583,Pier Paolo Pasolini,Il Decameron,0.0,1971-01-01,0.0,0.0
48380631,1251,Clint Eastwood,Letters from Iwo Jima,68673228.0,2006-12-19,19000000.0,3.614380421052632
48417495,5393,Yvette Kaplan,Happily N'Ever After,38085778.0,2006-09-14,47000000.0,0.8103357021276596
48417535,5393,Paul Bolger,Happily N'Ever After,38085778.0,2006-09-14,47000000.0,0.8103357021276596
48417575,5393,Greg Tiernan,Happily N'Ever After,38085778.0,2006-09-14,47000000.0,0.8103357021276596
48499095,1931,Sylvain White,Stomp the Yard,75511123.0,2007-05-16,13000000.0,5.808547923076923
48499143,9992,Luc Besson,Arthur et les Minimoys,107944236.0,2006-12-13,86000000.0,1.255165534883721
48506055,8275,Joe Nussbaum,American Pie Presents: The Naked Mile,0.0,2006-12-07,0.0,0.0
48506311,11578,Julien Duvivier,Il ritorno di Don Camillo,0.0,1953-06-05,0.0,0.0
48509111,11972,Julien Duvivier,Don Camillo,0.0,1952-03-28,0.0,0.0
48510191,36878,Jean Cocteau,Le Testament d'Orphée,0.0,1960-02-18,0.0,0.0
48510559,36877,Jean Cocteau,Le sang d'un poète,0.0,1932-01-20,0.0,0.0
48510591,13365,Michael Apted,49 Up,238073.0,2005-09-15,0.0,inf
48510595,51863,Michael Apted,Seven Up!,0.0,1964-05-05,0.0,0.0
48510596,51863,Paul Almond,Seven Up!,0.0,1964-05-05,0.0,0.0
48510597,50754,Michael Apted,7 Plus Seven,0.0,1970-01-01,0.0,0.0
48510598,7516,Joe Carnahan,Smokin' Aces,57103895.0,2006-12-09,17000000.0,3.359052647058824
48618598,9966,Danny Pang,The Messengers,1109660.0,2007-02-02,16000000.0,0.06935375
48618616,9966,Oxide Pang Chun,The Messengers,1109660.0,2007-02-02,16000000.0,0.06935375
48630262,1248,Peter Webber,Hannibal Rising,82169884.0,2007-02-06,50000000.0,1.64339768
48990118,14761,Billy Corben,Cocaine Cowboys,163000.0,2006-04-26,0.0,inf
48990142,9965,Adam McKay,"Wake Up, Ron Burgundy: The Lost Movie",0.0,2004-12-28,0.0,0.0
48990226,13127,Wilson Yip,殺破狼,0.0,2005-11-18,0.0,0.0
48993682,9958,Mike Clattenburg,Trailer Park Boys: The Movie,3833507.0,2006-10-06,5000000.0,0.7667014
48993694,1250,Mark Steven Johnson,Ghost Rider,228738393.0,2007-02-16,110000000.0,2.079439936363636
49053278,13185,Menhaj Huda,Kidulthood,165000.0,2006-03-03,994000.0,0.1659959758551308
49053368,26655,David Nelson,Like Mike 2: Streetball,0.0,2006-06-06,5000000.0,0.0
49053413,11841,Liu Chia-Liang,少林卅六房,0.0,1978-02-02,0.0,0.0
49053509,83980,Tom Laughlin,The Trial of Billy Jack,0.0,1974-11-13,7.0,0.0
49053533,11945,Olle Hellbom,Emil i Lönneberga,0.0,1971-12-04,0.0,0.0
49053981,5691,Pier Paolo Pasolini,I racconti di Canterbury,0.0,1972-07-01,0.0,0.0
49055901,10845,Tim Sullivan,2001 Maniacs,0.0,2005-05-12,3000000.0,0.0
49056585,15582,Christopher Leitch,Teen Wolf Too,0.0,1987-11-20,0.0,0.0
49056891,11330,Nicolas Winding Refn,Pusher 3,0.0,2005-08-22,0.0,0.0
49057791,10942,Richard Compton,Babylon 5: The Gathering,0.0,1993-02-22,0.0,0.0
49058763,7006,Patrick Lussier,White Noise 2: The Light,0.0,2007-01-05,0.0,0.0
49061067,8965,Toby Shelton,Atlantis: Milo's Return,0.0,2003-02-25,0.0,0.0
49061072,8965,Victor Cook,Atlantis: Milo's Return,0.0,2003-02-25,0.0,0.0
49061077,8965,Tad Stones,Atlantis: Milo's Return,0.0,2003-02-25,0.0,0.0
49062192,14624,Michael O. Sajbel,The Ultimate Gift,0.0,2006-10-20,0.0,0.0
49063344,1271,Zack Snyder,300,422610419.0,2006-12-09,65000000.0,6.501698753846154
49101711,9793,Martin Weisz,The Hills Have Eyes II,0.0,2007-03-22,15000000.0,0.0
49102791,20527,Yôji Yamada,武士の一分,0.0,2006-12-01,0.0,0.0
49102854,10172,Steve Carr,Are We Done Yet?,0.0,2007-04-04,0.0,0.0
49103574,10294,Nimród Antal,Vacancy,35300645.0,2007-04-20,19000000.0,1.8579286842105265
49103686,1987,Michael Haneke,Benny's Video,0.0,1993-04-14,0.0,0.0
49104550,1268,Steve Bendelack,Mr. Bean's Holiday,229736344.0,2007-03-22,25000000.0,9.18945376
49110694,14636,Scott Wiper,The Condemned,8642858.0,2007-04-27,0.0,inf
49113862,559,Sam Raimi,Spider-Man 3,890871626.0,2007-05-01,258000000.0,3.4529907984496124
49137028,20553,Michael Apted,21 Up,0.0,1977-01-01,0.0,0.0
49137032,14240,William Lustig,Maniac Cop,0.0,1988-05-13,1100000.0,0.0
49137257,2269,Timur Bekmambetov,Дневной дозор,38862717.0,2006-01-01,4200000.0,9.253027857142856
49138121,11798,Shane Meadows,This Is England,8176544.0,2006-09-12,2380000.0,3.43552268907563
49139273,1562,Juan Carlos Fresnadillo,28 Weeks Later,64238440.0,2007-04-26,15000000.0,4.282562666666666
49206665,810,Chris Miller,Shrek the Third,798958165.0,2007-05-17,160000000.0,4.99348853125
49206675,810,Raman Hui,Shrek the Third,798958165.0,2007-05-17,160000000.0,4.99348853125
49214865,285,Gore Verbinski,Pirates of the Caribbean: At World's End,961000000.0,2007-05-19,300000000.0,3.203333333333333
49217619,14208,Jonathan Frakes,The Librarian: Return to King Solomon's Mines,0.0,2006-10-09,0.0,0.0
49217943,14207,Peter Winther,The Librarian: Quest for the Spear,0.0,2004-12-05,0.0,0.0
49253223,24200,Hal Hartley,Fay Grim,0.0,2006-09-11,0.0,0.0
49253287,298,Steven Soderbergh,Ocean's Thirteen,311312624.0,2007-06-07,85000000.0,3.6625014588235296
49258087,39465,Takao Okawara,ゴジラvsモスラ,0.0,1992-12-12,0.0,0.0
49258263,12561,Takao Okawara,ゴジラvsデストロイア,0.0,1995-12-09,0.0,0.0
49258439,36679,Kazuki Omori,ゴジラvsキングギドラ,0.0,1991-12-14,0.0,0.0
49259015,1691,Eli Roth,Hostel: Part II,35619521.0,2007-06-08,10200000.0,3.4921099019607844
49259375,22049,Luigi Cozzi,Starcrash,0.0,1978-12-21,0.0,0.0
49261039,9408,Ash Brannon,Surf's Up,149044513.0,2007-06-08,85000000.0,1.753464858823529
49261045,9408,Chris Buck,Surf's Up,149044513.0,2007-06-08,85000000.0,1.753464858823529
49262119,1979,Tim Story,4: Rise of the Silver Surfer,289047763.0,2007-06-13,130000000.0,2.223444330769231
49770151,1991,Quentin Tarantino,Death Proof,25037897.0,2007-05-21,25000000.0,1.00151588
49771367,11211,Steve Rash,Bring It On: All or Nothing,0.0,2006-08-08,0.0,0.0
49771387,9815,Jaume Collet-Serra,Goal! II: Living the Dream,0.0,2007-02-09,230400.0,0.0
49771425,12695,Tommy Chong,Still Smokin,15543000.0,1983-05-06,0.0,inf
49771432,1571,Len Wiseman,Live Free or Die Hard,383531464.0,2007-06-20,110000000.0,3.486649672727273
49799032,2698,Tom Shadyac,Evan Almighty,173000000.0,2007-06-09,175000000.0,0.9885714285714284
49806970,1858,Michael Bay,Transformers,709709780.0,2007-06-27,150000000.0,4.7313985333333335
49862374,675,David Yates,Harry Potter and the Order of the Phoenix,938212738.0,2007-06-28,150000000.0,6.254751586666667
49882854,13491,Peter Flinth,Arn: Tempelriddaren,0.0,2007-12-17,25000000.0,0.0
50118678,2503,Paul Greengrass,The Bourne Ultimatum,442824138.0,2007-08-03,70000000.0,6.326059114285714
50486678,34588,Daniel Filho,Se eu fosse você,0.0,2006-01-06,0.0,0.0
50488246,2701,Joseph Sargent,Abraham,0.0,1994-04-03,10000000.0,0.0
50498038,17350,James Huth,Brice de Nice,0.0,2005-01-01,0.0,0.0
50498051,5174,Brett Ratner,Rush Hour 3,258022233.0,2007-08-08,140000000.0,1.84301595
50499491,14144,Fred Savage,Daddy Day Camp,18197398.0,2007-08-08,6000000.0,3.0328996666666668
50499587,2082,Rob Zombie,Halloween,80253908.0,2007-08-31,15000000.0,5.3502605333333335
50499911,1845,Julie Delpy,2 Days in Paris,19776159.0,2007-02-09,0.0,inf
50517575,45211,Sergio Sollima,Faccia a Faccia,0.0,1967-11-23,0.0,0.0
50517751,2335,Gérard Krawczyk,Taxi 4,0.0,2007-02-10,0.0,0.0
50517943,1992,Robert Rodriguez,Planet Terror,0.0,2007-04-06,0.0,0.0
50518087,14348,J.M. Kenny,An Evening with Kevin Smith,0.0,2002-12-17,0.0,0.0
50518099,7737,Russell Mulcahy,Resident Evil: Extinction,148412065.0,2007-09-20,45000000.0,3.298045888888889
50568499,4517,Shekhar Kapur,Elizabeth: The Golden Age,74237563.0,2007-09-09,55000000.0,1.3497738727272728
50573845,4520,Kenneth Branagh,Sleuth,342835.0,2007-10-12,0.0,inf
50575845,4513,David Slade,30 Days of Night,75505973.0,2007-10-17,30000000.0,2.5168657666666667
50586597,17202,Tyler Perry,Why Did I Get Married?,55184721.0,2007-10-12,15000000.0,3.6789814
50586633,663,Darren Lynn Bousman,Saw IV,139352633.0,2007-10-25,10000000.0,13.9352633
50587389,48301,Liu Chia-Liang,少林搭棚大師,0.0,1980-08-24,0.0,0.0
50587427,7347,José Padilha,Tropa de Elite,0.0,2007-10-12,4000000.0,0.0
50593187,18442,Matthew Hastings,Decoys,0.0,2004-02-27,5000000.0,0.0
50593286,5817,Roy Andersson,Du levande,0.0,2007-09-21,0.0,0.0
51386438,13363,Richard Schenkman,The Man from Earth,0.0,2007-06-10,0.0,0.0
51386482,16768,J.M. Kenny,An Evening with Kevin Smith 2: Evening Harder,0.0,2006-11-28,0.0,0.0
51386502,1620,Xavier Gens,Hitman,99965753.0,2007-11-21,24000000.0,4.165239708333333
51462534,6477,Tim Hill,Alvin and the Chipmunks,361366633.0,2007-12-13,60000000.0,6.022777216666666
51488134,7249,Dwayne Carey-Hill,Futurama: Bender's Big Score,0.0,2007-11-27,0.0,0.0
51488350,13186,Joe Lynch,Wrong Turn 2: Dead End,0.0,2007-08-25,4000000.0,0.0
51490366,13348,Gary Hustwit,Helvetica,0.0,2007-09-12,0.0,0.0
51490372,20567,Norifumi Suzuki,不良姐御伝 猪の鹿お蝶,0.0,1973-02-17,0.0,0.0
51490468,15495,Phil Flores,The Hamiltons,0.0,2006-11-19,0.0,0.0
51490474,15495,Mitchell Altieri,The Hamiltons,0.0,2006-11-19,0.0,0.0
51491188,6637,Jon Turteltaub,National Treasure: Book of Secrets,457363168.0,2007-12-13,130000000.0,3.5181782153846157
51581044,440,Colin Strause,Aliens vs Predator: Requiem,41797066.0,2007-12-25,40000000.0,1.04492665
51581064,440,Greg Strause,Aliens vs Predator: Requiem,41797066.0,2007-12-25,40000000.0,1.04492665
51613044,6076,Til Schweiger,Keinohrhasen,81303447.0,2007-12-01,0.0,inf
51613269,69315,Félix Enríquez Alcalá,Battlestar Galactica: Razor,0.0,2007-12-18,0.0,0.0
51619669,8329,Jaume Balagueró,[REC],30448000.0,2007-04-10,1500000.0,20.298666666666666
51619673,8329,Paco Plaza,[REC],30448000.0,2007-04-10,1500000.0,20.298666666666666
51619989,2312,Uwe Boll,In the Name of the King: A Dungeon Siege Tale,0.0,2007-11-29,60000000.0,0.0
51644613,11908,Adam Green,Hatchet,0.0,2006-04-27,0.0,0.0
51644673,6933,Eric Valette,One Missed Call,0.0,2008-01-04,20000000.0,0.0
51670593,7555,Sylvester Stallone,Rambo,113244290.0,2008-01-24,50000000.0,2.2648858
51693393,9030,David Moreau,The Eye,56309766.0,2008-02-01,12000000.0,4.6924805
51693405,9030,Xavier Palud,The Eye,56309766.0,2008-02-01,12000000.0,4.6924805
51695121,11253,Guillermo del Toro,Hellboy II: The Golden Army,160388063.0,2008-07-11,85000000.0,1.886918388235294
51709377,13054,Julian Gilbey,Rise of the Footsoldier,0.0,2007-09-07,4000000.0,0.0
51710877,8328,Jon M. Chu,Step Up 2: The Streets,150816700.0,2008-02-14,23000000.0,6.557247826086956
51712983,13025,George A. Romero,Diary of the Dead,5364858.0,2007-09-08,2000000.0,2.682429
51713073,13016,Peter Joseph,Zeitgeist,0.0,2007-06-01,7000000.0,0.0
51713077,10797,Stefan Fjeldmark,Terkel i knibe,0.0,2004-04-02,0.0,0.0
51713083,10797,Kresten Vestbjerg Andersen,Terkel i knibe,0.0,2004-04-02,0.0,0.0
51713089,10797,Thorbjørn Christoffersen,Terkel i knibe,0.0,2004-04-02,0.0,0.0
51713293,28260,Brian Yuzna,Return of the Living Dead 3,54207.0,1993-10-01,2000000.0,0.0271035
51714109,155,Christopher Nolan,The Dark Knight,1004558444.0,2008-07-16,185000000.0,5.430045643243243
52142909,18070,Alexander Gruszynski,Black Dawn,0.0,2005-01-01,16000000.0,0.0
52143044,8456,Jeff Wadlow,Never Back Down,41627431.0,2008-03-04,20000000.0,2.08137155
52143620,19333,Ishirô Honda,Mekagojira no Gyakushū,0.0,1975-03-15,0.0,0.0
52144520,36223,Takashi Miike,ゼブラーマン,0.0,2004-01-30,0.0,0.0
52144565,10488,Jennifer Flackett,Nim's Island,100076342.0,2008-04-03,37000000.0,2.704766
52144569,10488,Mark Levin,Nim's Island,100076342.0,2008-04-03,37000000.0,2.704766
52145301,1266,David Ayer,Street Kings,65569869.0,2008-04-10,20000000.0,3.27849345
52169877,13335,Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay,43493123.0,2008-04-25,12000000.0,3.6244269166666663
52169879,13335,Hayden Schlossberg,Harold & Kumar Escape from Guantanamo Bay,43493123.0,2008-04-25,12000000.0,3.6244269166666663
52170029,9017,Steve Barker,Outpost,0.0,2007-03-11,0.0,0.0
52170497,38661,William A. Wellman,Tarzan Escapes,0.0,1936-11-06,0.0,0.0
52170501,38661,John Farrow,Tarzan Escapes,0.0,1936-11-06,0.0,0.0
52170505,38661,Richard Thorpe,Tarzan Escapes,0.0,1936-11-06,0.0,0.0
52170509,38661,George B. Seitz,Tarzan Escapes,0.0,1936-11-06,0.0,0.0
52170513,38661,James C. McKay,Tarzan Escapes,0.0,1936-11-06,0.0,0.0
52170817,40044,Richard Thorpe,Tarzan Finds a Son!,0.0,1939-06-16,0.0,0.0
52170857,40214,Richard Thorpe,Tarzan's Secret Treasure,0.0,1941-12-01,0.0,0.0
52170929,40045,Richard Thorpe,Tarzan's New York Adventure,0.0,1942-05-01,0.0,0.0
52170977,8617,Nelson McCormick,Prom Night,14796236.0,2008-04-10,0.0,inf
52171161,1726,Jon Favreau,Iron Man,585174222.0,2008-04-30,140000000.0,4.179815871428572
52183689,8681,Pierre Morel,Taken,226830568.0,2008-02-18,25000000.0,9.07322272
52591929,13001,Robert C. Cooper,Stargate: The Ark of Truth,8900000.0,2008-03-11,7000000.0,1.2714285714285714
52592569,8277,Andrew Waller,American Pie Presents: Beta House,0.0,2007-12-10,0.0,0.0
52592609,2454,Andrew Adamson,The Chronicles of Narnia: Prince Caspian,419651413.0,2008-05-15,225000000.0,1.8651173911111112
52740785,217,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0,2008-05-21,185000000.0,4.252086664864865
52742609,4564,Michael Patrick King,Sex and the City,415252786.0,2008-05-12,65000000.0,6.3885044
52744634,9502,Mark Osborne,Kung Fu Panda,631744560.0,2008-06-04,130000000.0,4.859573538461539
52744638,9502,John Stevenson,Kung Fu Panda,631744560.0,2008-06-04,130000000.0,4.859573538461539
52745466,3687,Michael Benveniste,Flesh Gordon,0.0,1974-07-30,700000.0,0.0
52745468,3687,Howard Ziehm,Flesh Gordon,0.0,1974-07-30,700000.0,0.0
52745642,8909,Timur Bekmambetov,Wanted,258270008.0,2008-06-19,75000000.0,3.4436001066666666
52798130,23676,Aki Kaurismäki,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52798280,23676,Wim Wenders,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52798430,23676,Jim Jarmusch,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52798580,23676,Spike Lee,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52798730,23676,Werner Herzog,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52798880,23676,Chen Kaige,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
52799030,23676,Víctor Erice,Ten Minutes Older: The Trumpet,0.0,2002-05-18,0.0,0.0
53050130,10748,Barnaby Thompson,St. Trinian's,0.0,2007-12-21,0.0,0.0
53050139,10748,Oliver Parker,St. Trinian's,0.0,2007-12-21,0.0,0.0
53055314,12889,Peter Avanzino,Futurama: The Beast with a Billion Backs,0.0,2008-06-24,0.0,0.0
53055890,13205,Brian Pimental,Bambi II,0.0,2006-01-26,0.0,0.0
53056007,8359,Patricia Rozema,Kit Kittredge: An American Girl,0.0,2008-07-02,0.0,0.0
53061299,13675,Jules Bass,Frosty the Snowman,0.0,1969-12-07,0.0,0.0
53061302,13675,"Arthur Rankin, Jr.",Frosty the Snowman,0.0,1969-12-07,0.0,0.0
53061389,11631,Phyllida Lloyd,Mamma Mia!,609841637.0,2008-07-03,52000000.0,11.72772378846154
53108189,9010,Wolfgang Murnberger,Silentium,0.0,2004-01-01,0.0,0.0
53108288,88751,Eric Brevig,Journey to the Center of the Earth,101702060.0,2008-07-10,45000000.0,2.2600457777777776
53111288,15840,Per Fly,Drabet,0.0,2005-08-26,0.0,0.0
53111340,15830,Per Fly,Bænken,0.0,2000-08-26,0.0,0.0
53111628,16007,Shusuke Kaneko,デスノート,27793200.0,2006-06-17,20000000.0,1.38966
53111925,11802,Kirk De Micco,Space Chimps,63800345.0,2008-07-17,37000000.0,1.724333648648649
53113625,12914,Martin Wood,Stargate: Continuum,0.0,2008-07-29,7000000.0,0.0
53117209,14154,Stuart Gillard,War Games: The Dead Code,0.0,2008-07-29,0.0,0.0
53117659,8836,Chris Carter,The X Files: I Want to Believe,68369434.0,2008-07-24,30000000.0,2.278981133333333
53160667,10898,Jim Kammerud,The Little Mermaid II: Return to the Sea,0.0,2000-08-30,0.0,0.0
53168731,13541,Vadim Jean,The Colour of Magic,0.0,2008-03-23,0.0,0.0
53169379,11910,Vadim Jean,Hogfather,0.0,2006-12-18,9364800.0,0.0
53169447,1735,Rob Cohen,The Mummy: Tomb of the Dragon Emperor,401128639.0,2008-07-01,145000000.0,2.766404406896552
53209947,12289,John Woo,Chi bi,127814609.0,2008-07-10,80341000.0,1.590901395302523
53214483,10188,Sanaa Hamri,The Sisterhood of the Traveling Pants 2,44352417.0,2008-08-06,27000000.0,1.6426821111111112
53214883,13649,Kenny Ortega,High School Musical 2,7000000.0,2007-08-17,0.0,inf
53215155,10483,Paul W.S. Anderson,Death Race,73762516.0,2008-08-22,45000000.0,1.6391670222222223
53253063,13515,Alexandre Aja,Mirrors,72436439.0,2008-08-15,35000000.0,2.069612542857143
53261163,13564,Víctor García,Return to House on Haunted Hill,0.0,2007-10-03,0.0,0.0
53261323,15206,Dario Argento,La terza madre,54947.0,2007-09-06,3500000.0,0.0156991428571428
53263423,43177,S. Sylvan Simon,Son of Lassie,0.0,1945-01-01,0.0,0.0
53263663,16456,Lance Mungia,The Crow IV: Wicked Prayer,0.0,2005-05-13,0.0,0.0
53266831,12683,Michael Roesch,Alone in the Dark 2,0.0,2008-09-01,4600000.0,0.0
53266840,12683,Peter Scheerer,Alone in the Dark 2,0.0,2008-09-01,4600000.0,0.0
53267587,3097,Peter Greenaway,"The Tulse Luper Suitcases, Part 1: The Moab Story",25800.0,2003-05-24,10000000.0,0.00258
53316547,11874,Giuseppe Colizzi,I quattro dell'Ave Maria,0.0,1968-10-02,0.0,0.0
53316763,71206,Gianfranco Parolini,"Indio Black, sai che ti dico: Sei un gran figlio di…",0.0,1970-09-30,0.0,0.0
53317843,32620,Stuart Rosenberg,The Drowning Pool,0.0,1975-07-01,0.0,0.0
53319427,25741,Michael Henger,Niko: Lentäjän poika,0.0,2008-09-22,6100000.0,0.0
53319467,25741,Kari Juusonen,Niko: Lentäjän poika,0.0,2008-09-22,6100000.0,0.0
53330627,13812,John Erick Dowdle,Quarantine,40855419.0,2008-10-10,12000000.0,3.40461825
53331923,13489,P.J. Pesce,Lost Boys: The Tribe,0.0,2008-07-29,0.0,0.0
53342675,41474,Kenji Misumi,子連れ狼 死に風に向う乳母車,0.0,1972-08-01,0.0,0.0
53342851,41477,Buichi Saito,子連れ狼 親の心子の心,0.0,1972-11-15,0.0,0.0
53342883,16068,Michael Vejar,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,0.0,2002-01-19,0.0,0.0
53343855,15289,J. Michael Straczynski,Babylon 5: The Lost Tales - Voices in the Dark,0.0,2007-07-31,0.0,0.0
53343864,15289,Sara Barnes,Babylon 5: The Lost Tales - Voices in the Dark,0.0,2007-07-31,0.0,0.0
53345313,11887,Kenny Ortega,High School Musical 3: Senior Year,0.0,2008-10-22,0.0,0.0
53345688,13253,Dwayne Carey-Hill,Futurama: Bender's Game,0.0,2008-11-03,0.0,0.0
53345904,10527,Eric Darnell,Madagascar: Escape 2 Africa,603900354.0,2008-10-30,150000000.0,4.02600236
53345910,10527,Tom McGrath,Madagascar: Escape 2 Africa,603900354.0,2008-10-30,150000000.0,4.02600236
53346912,36073,Hideshi Hino,ギニーピッグ2 血肉の華,0.0,1985-10-07,0.0,0.0
53346914,10764,Marc Forster,Quantum of Solace,586090727.0,2008-10-30,200000000.0,2.930453635
53357154,14943,Takashi Miike,クローズZERO,0.0,2007-10-26,0.0,0.0
53357325,13655,Matthew Diamond,Camp Rock,0.0,2008-06-20,0.0,0.0
53358325,11917,David Hackl,Saw V,113857533.0,2008-10-23,10800000.0,10.542364166666667
53358757,12525,Rupert Harvey,Critters 4,0.0,1992-08-20,0.0,0.0
53359333,14405,Raja Gosnell,Beverly Hills Chihuahua,149281606.0,2008-10-03,20000000.0,7.4640803
53359450,17099,Kenji Misumi,御用牙,0.0,1972-12-30,0.0,0.0
53359882,36571,Andrew V. McLaglen,The Dirty Dozen: Next Mission,0.0,1985-02-04,0.0,0.0
53360062,36572,Lee H. Katzin,The Dirty Dozen: The Deadly Mission,0.0,1987-03-01,0.0,0.0
53361022,32862,Steve Sekely,Revenge of the Zombies,0.0,1943-09-17,0.0,0.0
53361033,8966,Catherine Hardwicke,Twilight,392616625.0,2008-11-20,37000000.0,10.611260135135137
53376009,13387,Olivier Megaton,Transporter 3,108979549.0,2008-11-26,30000000.0,3.632651633333333
53432329,15026,Steve Wang,The Guyver,0.0,1991-01-01,0.0,0.0
53432332,15026,Screaming Mad George,The Guyver,0.0,1991-01-01,0.0,0.0
53432653,14447,Nick Park,A Matter of Loaf and Death,0.0,2008-12-03,0.0,0.0
53432707,28148,Sam Firstenberg,Ninja III: The Domination,0.0,1984-09-14,0.0,0.0
