,pelicula_id,director,titulo_original,recaudacion,fecha_realizacion,presupuesto,ganancia
75682969,1803,Robert Vincent O'Neill,Angel,0.0,1984-04-19,3000000.0,0.0
75684184,109451,Cody Cameron,Cloudy with a Chance of Meatballs 2,248384621.0,2013-09-26,78000000.0,3.184418217948718
75684190,109451,Kris Pearn,Cloudy with a Chance of Meatballs 2,248384621.0,2013-09-26,78000000.0,3.184418217948718
75685264,51985,Paul Sabella,An All Dogs Christmas Carol,0.0,1998-11-17,0.0,0.0
75685267,51985,Gary Selvaggio,An All Dogs Christmas Carol,0.0,1998-11-17,0.0,0.0
75685390,119893,Vince Marcello,An American Girl: McKenna Shoots for the Stars,0.0,2012-07-14,0.0,0.0
75685414,106747,Robert Rodriguez,Machete Kills,15008161.0,2013-09-12,12000000.0,1.2506800833333334
75704818,38273,Reginald Le Borg,Calling Dr. Death,0.0,1943-12-17,0.0,0.0
75704874,64078,Harold Young,The Frozen Ghost,0.0,1945-06-01,0.0,0.0
75704906,64076,Reginald Le Borg,Weird Woman,0.0,1944-03-02,0.0,0.0
75704946,18167,Anne Goursaud,Another 9 1/2 Weeks,0.0,1997-06-12,0.0,0.0
75714846,39468,Masaaki Tezuka,ゴジラ×メガギラス G消滅作戦,0.0,2000-11-03,8300000.0,0.0
75714882,39264,Jun Fukuda,Gojira tai Megaro,0.0,1973-03-17,760000.0,0.0
75715138,29941,Michael Tuchner,Back To The Secret Garden,0.0,2001-01-01,0.0,0.0
75717730,36214,Okihiro Yoneda,モスラ,0.0,1996-12-14,0.0,0.0
75717842,39466,Kensho Yamashita,ゴジラvsスペースゴジラ,0.0,1994-12-10,10300000.0,0.0
75718082,64077,Wallace Fox,Pillow of Death,0.0,1945-12-14,0.0,0.0
75718114,36212,Kunio Miyoshi,Mosura 2 - Kaitei no daikessen,0.0,1997-12-13,0.0,0.0
75718274,36247,Okihiro Yoneda,モスラ3 キングギドラ来襲,0.0,1998-12-12,0.0,0.0
75718346,208134,Jeff Tremaine,Jackass Presents: Bad Grandpa,151831537.0,2013-10-22,15000000.0,10.122102466666666
75718427,19658,Abbas Alibhai Burmawalla,Race,0.0,2008-03-20,0.0,0.0
75718431,19658,Mastan Alibhai Burmawalla,Race,0.0,2008-03-20,0.0,0.0
75718715,76338,Alan Taylor,Thor: The Dark World,644571402.0,2013-10-29,170000000.0,3.791596482352941
75719102,39469,Masaaki Tezuka,ゴジラ×モスラ×メカゴジラ／東京SOS,0.0,2003-12-13,0.0,0.0
75719150,12636,Masaaki Tezuka,ゴジラ×メカゴジラ,0.0,2002-11-02,8500000.0,0.0
75719246,146304,Malcolm D. Lee,The Best Man Holiday,71625195.0,2013-11-15,17000000.0,4.213246764705882
75719258,41498,Munehisa Sakai,ONE PIECE FILM STRONG WORLD,53000000.0,2009-12-12,0.0,inf
75719618,176983,Tatsuya Nagamine,One Piece Film Z,0.0,2012-12-15,0.0,0.0
75720518,13293,Robert Clouse,China O'Brien,0.0,1990-01-01,0.0,0.0
75720570,101299,Francis Lawrence,The Hunger Games: Catching Fire,847423452.0,2013-11-15,130000000.0,6.518641938461538
75722442,57158,Peter Jackson,The Hobbit: The Desolation of Smaug,958400000.0,2013-12-11,250000000.0,3.8336
75730634,204435,Rakesh Roshan,कृष ३,0.0,2013-11-01,6218100.0,0.0
75730754,109445,Chris Buck,Frozen,1274219009.0,2013-11-27,150000000.0,8.494793393333333
75730760,109445,Jennifer Lee,Frozen,1274219009.0,2013-11-27,150000000.0,8.494793393333333
75734786,31297,Satsuo Yamamoto,Shinobi no Mono,0.0,1962-12-01,0.0,0.0
75734842,21930,Noriaki Yuasa,大怪獣ガメラ,0.0,1965-11-27,0.0,0.0
75734905,16692,Kenji Misumi,座頭市物語,0.0,1962-04-18,0.0,0.0
75735211,16693,Kazuo Mori,続・座頭市物語,0.0,1962-10-12,0.0,0.0
75735271,134366,John Poliquin,Grave Encounters 2,0.0,2012-10-12,0.0,0.0
75735631,75629,Hideaki Anno,ヱヴァンゲリヲン新劇場版:Q,60487945.0,2012-11-17,0.0,inf
75735635,75629,Masayuki,ヱヴァンゲリヲン新劇場版:Q,60487945.0,2012-11-17,0.0,inf
75735639,75629,Kazuya Tsurumaki,ヱヴァンゲリヲン新劇場版:Q,60487945.0,2012-11-17,0.0,inf
75736351,214597,Eduardo Rodríguez,Fright Night 2: New Blood,0.0,2013-08-31,8000000.0,0.0
75736459,22899,Shigeo Tanaka,Daikaijû kettô: Gamera tai Barugon,0.0,1966-04-17,0.0,0.0
75736659,16985,Savage Steve Holland,Legally Blondes,0.0,2009-04-28,0.0,0.0
75736851,18510,Tokuzô Tanaka,新・座頭市物語,0.0,1963-03-15,0.0,0.0
75736879,18511,Tokuzô Tanaka,座頭市兇状旅,0.0,1963-08-10,0.0,0.0
75736924,107916,Paco León,Carmina o revienta.,0.0,2012-07-05,0.0,0.0
75737500,54283,Kenji Misumi,Zatōichi abare-himatsuri,0.0,1970-08-12,0.0,0.0
75737554,43967,Mamoru Oshii,うる星やつら2 ビューティフル・ドリーマー,0.0,1984-02-11,0.0,0.0
75737922,18624,Kimiyoshi Yasuda,座頭市喧嘩旅,0.0,1963-11-30,0.0,0.0
75737967,40897,Kazuo Ikehiro,座頭市千両首,0.0,1964-03-14,0.0,0.0
75738027,54265,Kazuo Ikehiro,座頭市あばれ凧,0.0,1964-07-11,0.0,0.0
75738059,54272,Kimiyoshi Yasuda,座頭市関所破り,0.0,1964-12-30,0.0,0.0
75738167,54274,Kazuo Mori,座頭市逆手斬り,0.0,1965-09-18,0.0,0.0
75738230,54273,Akira Inoue,座頭市二段斬り,0.0,1965-04-03,0.0,0.0
75738275,20986,Hiroyuki Imaishi,天元突破グレンラガン 紅蓮篇Gekijouban Tengen Toppa Gurren Lagann: Gurren-hen,0.0,2008-09-06,0.0,0.0
75738467,23452,Hiroyuki Imaishi,劇場版 天元突破グレンラガン 螺巌篇,0.0,2009-04-25,0.0,0.0
75738563,18269,Darrell Rooney,Lady and the Tramp II: Scamp's Adventure,0.0,2001-02-18,0.0,0.0
75738595,18269,Jeannine Roussel,Lady and the Tramp II: Scamp's Adventure,0.0,2001-02-18,0.0,0.0
75767235,209232,Ed Herzog,Dampfnudelblues,0.0,2013-07-31,0.0,0.0
75767339,54275,Kenji Misumi,座頭市地獄旅,0.0,1965-12-24,0.0,0.0
75767384,21410,Tokuzô Tanaka,座頭市の歌が聞える,0.0,1966-05-03,0.0,0.0
75767416,54276,Kazuo Ikehiro,座頭市海を渡る,0.0,1966-08-13,0.0,0.0
75767425,109443,Adam McKay,Anchorman 2: The Legend Continues,173649015.0,2013-12-18,50000000.0,3.4729803
75767668,40342,Lamberto Bava,Dèmoni 2... L'incubo ritorna,0.0,1986-10-09,1500000.0,0.0
75767788,180894,Isaac Florentine,Ninja: Shadow of a Tear,0.0,2013-12-27,0.0,0.0
75770380,21138,William Dear,The Sandlot: Heading Home,0.0,2007-05-01,0.0,0.0
75770956,74626,Kjell Sundvall,Jägarna 2,0.0,2011-09-15,0.0,0.0
75771442,11039,Michele Lupo,Chissà Perché... Capitano Tutte A Me,0.0,1980-12-11,0.0,0.0
75771482,233063,Bora Dağtekin,Fack ju Göhte,0.0,2013-11-07,5000000.0,0.0
75771538,229974,Zhora Kryzhovnikov,Горько!,0.0,2013-10-24,0.0,0.0
75771545,54277,Kimiyoshi Yasuda,座頭市鉄火旅,0.0,1967-01-03,0.0,0.0
75771626,17478,Sanjay Gadhvi,Dhoom,12000000.0,2004-08-27,1500000.0,8.0
75771914,252385,Sasha Knezev,American Addict,0.0,2012-05-18,0.0,0.0
75771915,195269,Roel Reiné,12 Rounds 2: Reloaded,0.0,2013-06-01,4000000.0,0.0
75771995,58061,Lucio Fulci,Zanna Bianca,0.0,1973-12-21,0.0,0.0
75780014,84152,Charles Band,Dollman vs. Demonic Toys,0.0,1993-10-13,0.0,0.0
75780189,227348,Christopher B. Landon,Paranormal Activity: The Marked Ones,86362372.0,2014-01-01,5000000.0,17.2724744
75780549,13632,Charles Correll,MacGyver: Trail to Doomsday,0.0,1994-11-24,0.0,0.0
75780741,126963,Masahiro Hosoda,ドラゴンボールZ 神と神,50353002.0,2013-03-30,0.0,inf
75782613,39102,Mitsuo Hashimoto,Doragon bôru Z 4: Super Saiyajin da Son Gokû,0.0,1991-03-19,0.0,0.0
75782811,206408,Cédric Klapisch,Casse-Tête Chinois,0.0,2013-12-04,0.0,0.0
75828891,38189,Wong Kar-wai,The Hire: The Follow,0.0,2001-01-01,0.0,0.0
75828907,113594,Ben Stassen,A Turtle’s Tale 2: Sammy’s Escape From Paradise,0.0,2012-08-15,0.0,0.0
75828931,113594,Vincent Kesteloot,A Turtle’s Tale 2: Sammy’s Escape From Paradise,0.0,2012-08-15,0.0,0.0
75884203,168530,Tim Story,Ride Along,153997819.0,2014-01-07,25000000.0,6.15991276
75887083,137094,Kenneth Branagh,Jack Ryan: Shadow Recruit,50549107.0,2014-01-15,60000000.0,0.8424851166666667
75924667,157350,Neil Burger,Divergent,288747895.0,2014-03-14,85000000.0,3.3970340588235293
75925423,21072,Anders Nilsson,Noll tolerans,0.0,1999-10-29,0.0,0.0
75926063,217993,Jay Oliva,Justice League: War,5155325.0,2014-02-02,3500000.0,1.47295
75926297,34131,Noriaki Yuasa,ガメラ対宇宙怪獣バイラス,0.0,1968-03-20,0.0,0.0
75926459,92647,Babak Najafi,Snabba Cash II,0.0,2012-08-16,0.0,0.0
76394171,236399,Deborah Chow,Flowers in the Attic,0.0,2014-01-18,0.0,0.0
76402811,21435,Patrice Leconte,Les Bronzés 3 : Amis pour la vie,0.0,2006-01-01,0.0,0.0
76402883,177888,Jeffrey Hornaday,Teen Beach Movie,0.0,2013-07-19,0.0,0.0
76403387,54278,Satsuo Yamamoto,Zatōichi rōyaburi,0.0,1967-08-12,0.0,0.0
76403639,54279,Kenji Misumi,座頭市血煙り街道,0.0,1967-12-30,0.0,0.0
76403711,26947,Noriaki Yuasa,Gamera tai daiakuju Giron,0.0,1969-03-21,0.0,0.0
76403792,14028,Tim Matheson,Behind Enemy Lines III: Colombia,0.0,2009-01-06,0.0,0.0
76403804,14028,Reynaldo Rodriguez,Behind Enemy Lines III: Colombia,0.0,2009-01-06,0.0,0.0
76406096,137106,Phil Lord,The Lego Movie,469160692.0,2014-02-06,60000000.0,7.819344866666666
76406146,137106,Christopher Miller,The Lego Movie,469160692.0,2014-02-06,60000000.0,7.819344866666666
76581096,97020,José Padilha,RoboCop,242688965.0,2014-01-30,120000000.0,2.0224080416666665
76583400,58427,Nicolas Roeg,Samson and Delilah,0.0,1996-12-08,0.0,0.0
76583414,249397,Lars von Trier,Nymphomaniac: Vol. II,2227167.0,2013-12-25,0.0,inf
76587614,118513,Peter Flinth,En plats i solen,0.0,2012-08-29,3000000.0,0.0
76587695,20756,Dick Sebast,The Secret of NIMH 2: Timmy to the Rescue,0.0,1998-12-22,0.0,0.0
76587747,120143,Gordon Chan,四大名捕,0.0,2012-07-12,0.0,0.0
76587748,120143,Janet Chun,四大名捕,0.0,2012-07-12,0.0,0.0
76587787,41109,Farhan Akhtar,Don 2: The King is Back,0.0,2011-12-23,0.0,0.0
76589323,141614,Jørgen Lerdam,Niko 2: Lentäjäveljekset,17000000.0,2012-10-12,0.0,inf
76589335,141614,Kari Juusonen,Niko 2: Lentäjäveljekset,17000000.0,2012-10-12,0.0,inf
76591051,246320,Bernard Campan,Les trois frères : Le retour,0.0,2014-02-12,13640000.0,0.0
76591052,246320,Pascal Légitimus,Les trois frères : Le retour,0.0,2014-02-12,13640000.0,0.0
76591053,246320,Didier Bourdon,Les trois frères : Le retour,0.0,2014-02-12,13640000.0,0.0
76591075,67793,Johnnie To,單身男女,0.0,2011-03-31,0.0,0.0
76591078,67793,Wai Ka-Fai,單身男女,0.0,2011-03-31,0.0,0.0
76591309,60160,Ryuta Tazaki,Gamera the Brave,0.0,2006-11-11,0.0,0.0
76591584,14872,Sean McNamara,The Cutting Edge: Going for the Gold,0.0,2006-02-07,3000000.0,0.0
76591683,21474,Bille Woodruff,Bring It On: Fight to the Finish,0.0,2009-07-31,0.0,0.0
76591707,48707,Satsuo Yamamoto,Zoku Shinobi no Mono,0.0,1963-08-06,0.0,0.0
76591715,19325,David Molina,Bionicle: Mask of Light,0.0,2003-09-15,0.0,0.0
76591735,19325,Terry Shakespeare,Bionicle: Mask of Light,0.0,2003-09-15,0.0,0.0
76596515,21379,David Molina,Bionicle 2: Legends of Metru Nui,0.0,2004-01-01,0.0,0.0
76596518,21379,Terry Shakespeare,Bionicle 2: Legends of Metru Nui,0.0,2004-01-01,0.0,0.0
76596677,18224,David Molina,Bionicle 3: Web of Shadows,0.0,2005-01-01,0.0,0.0
76596687,18224,Terry Shakespeare,Bionicle 3: Web of Shadows,0.0,2005-01-01,0.0,0.0
76597577,24756,Gerry Lively,The Art of War III: Retribution,0.0,2009-01-01,0.0,0.0
76597712,22259,Mark Baldo,Bionicle: The Legend Reborn,0.0,2009-08-24,0.0,0.0
76599962,201414,Kazuo Mori,新・忍びの者,0.0,1963-12-28,0.0,0.0
76599970,53182,Noam Murro,300: Rise of an Empire,337580051.0,2014-03-05,110000000.0,3.0689095545454546
76606018,204349,Eric England,Contracted,0.0,2013-07-07,0.0,0.0
76606178,196024,Mikkel Nørgaard,Kvinden i buret,0.0,2013-10-03,0.0,0.0
76618085,241968,Paco León,Carmina y amén.,0.0,2014-04-30,0.0,0.0
76618301,58767,Claudio Fäh,Sniper: Reloaded,0.0,2011-04-26,0.0,0.0
76619885,228202,Julia Rezende,Meu Passado me Condena,0.0,2013-10-25,0.0,0.0
76619892,203217,André Pellenz,Minha Mãe é uma Peça,0.0,2013-06-21,0.0,0.0
76620267,236737,Emilio Martínez Lázaro,Ocho apellidos vascos,0.0,2014-03-14,3000000.0,0.0
76621347,160162,Frank McDonald,Blondes at Work,0.0,1938-02-05,0.0,0.0
76621391,192577,Shinji Aramaki,キャプテンハーロック,17137302.0,2013-09-07,30000000.0,0.5712434
76621431,42552,Terence H. Winkless,Bloodfist,0.0,1989-09-22,0.0,0.0
76621491,100402,Anthony Russo,Captain America: The Winter Soldier,714766572.0,2014-03-20,170000000.0,4.204509247058824
76621494,100402,Joe Russo,Captain America: The Winter Soldier,714766572.0,2014-03-20,170000000.0,4.204509247058824
76622751,227783,Peter Lepeniotis,The Nut Job,0.0,2014-01-17,0.0,0.0
76642207,204668,Nicolas Vanier,Belle et Sébastien,0.0,2013-12-18,0.0,0.0
76645207,12685,Uwe Boll,BloodRayne: The Third Reich,0.0,2010-11-05,10000000.0,0.0
76647655,17456,Uwe Boll,BloodRayne II: Deliverance,0.0,2007-09-18,10000000.0,0.0
76647907,31329,Pascal Thomas,Mon petit doigt m'a dit...,0.0,2005-04-13,0.0,0.0
76648067,125395,Pascal Thomas,Associés contre le crime... 'L'œuf d'Ambroise',0.0,2012-08-20,0.0,0.0
76648135,145220,James Bobin,Muppets Most Wanted,80383290.0,2014-03-20,50000000.0,1.6076658
76656583,38626,Jon Jones,Going Postal,0.0,2010-05-30,0.0,0.0
76657267,180299,Gareth Evans,The Raid 2: Berandal,2627209.0,2014-03-27,4500000.0,0.5838242222222222
76659571,40740,Charles Band,Trancers II: The Return of Jack Deth,0.0,1991-08-22,0.0,0.0
76659787,102382,Marc Webb,The Amazing Spider-Man 2,705717432.0,2014-04-16,200000000.0,3.52858716
76669147,251519,Ethan Spaulding,Son of Batman,0.0,2014-04-20,0.0,0.0
76671172,47628,C. Courtney Joyner,Trancers 3: Deth Lives,0.0,1992-10-14,0.0,0.0
76671388,249660,Harold Cronk,God's Not Dead,29789000.0,2014-03-21,17000000.0,1.7522941176470588
76671407,172385,Carlos Saldanha,Rio 2,500188435.0,2014-03-19,103000000.0,4.856198398058252
76674095,167575,BJ McDonnell,Hatchet III,0.0,2013-06-14,0.0,0.0
76674863,184345,Michael Tiddes,A Haunted House 2,0.0,2014-04-17,0.0,0.0
76675087,12242,Darrell Rooney,Mulan II,0.0,2004-11-03,0.0,0.0
76675195,12242,Lynne Southerland,Mulan II,0.0,2004-11-03,0.0,0.0
77164975,159403,Tokuzô Tanaka,Shinobi no mono: Kirigakure Saizo,0.0,1964-07-10,0.0,0.0
77165103,22701,Teruo Ishii,Attack from Space,0.0,1965-01-01,0.0,0.0
77165115,22701,Akira Miwa,Attack from Space,0.0,1965-01-01,0.0,0.0
77165127,22701,Nagayoshi Akasaka,Attack from Space,0.0,1965-01-01,0.0,0.0
77172447,137475,Joe Menendez,3 Holiday Tails,0.0,2011-11-15,0.0,0.0
77172519,51848,John Murlowski,A Golden Christmas,0.0,2009-12-13,0.0,0.0
77172627,236417,Michael Feifer,A Golden Christmas 3,0.0,2013-10-16,0.0,0.0
77172726,195589,Nicholas Stoller,Neighbors,268157400.0,2014-05-08,18000000.0,14.897633333333332
77173185,227425,Richard Rich,Alpha and Omega 2: A Howl-iday Adventure,0.0,2013-10-08,0.0,0.0
77173191,227425,Steve Moore,Alpha and Omega 2: A Howl-iday Adventure,0.0,2013-10-08,0.0,0.0
77174337,258096,Richard Rich,Alpha and Omega 3: The Great Wolf Games,0.0,2014-03-25,0.0,0.0
77174721,16931,Stephen Herek,Into the Blue 2: The Reef,0.0,2009-04-21,0.0,0.0
77174849,38281,Teruo Ishii,Atomic Rulers,0.0,1965-01-01,0.0,0.0
77174853,38281,Akira Miwa,Atomic Rulers,0.0,1965-01-01,0.0,0.0
77174857,38281,Nagayoshi Akasaka,Atomic Rulers,0.0,1965-01-01,0.0,0.0
77175665,195522,Fred Zinnemann,Redes,0.0,1936-07-15,0.0,0.0
77175669,195522,Emilio Gómez Muriel,Redes,0.0,1936-07-15,0.0,0.0
77175825,54281,Kenji Misumi,Zatōichi kenka-daiko,0.0,1968-12-28,0.0,0.0
77175888,127585,Bryan Singer,X-Men: Days of Future Past,747862775.0,2014-05-15,250000000.0,2.9914511
77379728,215407,Ahmed El Maanouni,El hal,0.0,1981-10-03,200000.0,0.0
77379824,54280,Kimiyoshi Yasuda,Zatōichi hatashi-jō,0.0,1968-08-10,0.0,0.0
77379887,54284,Kazuo Mori,Zatōichi goyō-tabi,0.0,1972-01-15,0.0,0.0
77380103,54306,Shintarô Katsu,Shin Zatōichi monogatari: Oreta tsue,0.0,1972-09-02,0.0,0.0
77380391,54307,Kimiyoshi Yasuda,Shin Zatōichi monogatari: Kasama no chimatsuri,0.0,1973-04-21,0.0,0.0
77380551,113154,Teruo Ishii,Invaders from Space,0.0,1965-01-01,0.0,0.0
77380555,113154,Akira Miwa,Invaders from Space,0.0,1965-01-01,0.0,0.0
77380559,113154,Nagayoshi Akasaka,Invaders from Space,0.0,1965-01-01,0.0,0.0
77381367,260202,David Hare,Turks & Caicos,0.0,2014-03-20,0.0,0.0
77387367,260339,David Hare,Salting the Battlefield,0.0,2014-03-27,0.0,0.0
77388744,5157,Russ Meyer,Beneath the Valley of the Ultra-Vixens,0.0,1979-05-11,239000.0,0.0
77388756,177677,Christopher McQuarrie,Mission: Impossible - Rogue Nation,682330139.0,2015-07-23,150000000.0,4.548867593333333
77785656,255268,Craig Moss,Bad Ass 2: Bad Asses,0.0,2014-04-08,5500000.0,0.0
77785976,128841,Phil Flores,The Thompsons,0.0,2012-08-21,3000000.0,0.0
77785980,128841,Mitchell Altieri,The Thompsons,0.0,2012-08-21,3000000.0,0.0
77786296,82881,Byron Howard,Tangled Ever After,0.0,2012-01-13,0.0,0.0
77786300,82881,Nathan Greno,Tangled Ever After,0.0,2012-01-13,0.0,0.0
77786648,187017,Phil Lord,22 Jump Street,188441614.0,2014-06-05,50000000.0,3.76883228
77786672,187017,Christopher Miller,22 Jump Street,188441614.0,2014-06-05,50000000.0,3.76883228
77815448,82702,Dean DeBlois,How to Train Your Dragon 2,609123048.0,2014-06-12,145000000.0,4.200848606896551
77817896,26480,Roy Ward Baker,The Legend of the 7 Golden Vampires,0.0,1974-07-11,0.0,0.0
77817912,26480,Chang Cheh,The Legend of the 7 Golden Vampires,0.0,1974-07-11,0.0,0.0
77822248,133558,Ryan Little,Saints and Soldiers: Airborne Creed,0.0,2012-08-17,0.0,0.0
77822280,184098,Tim Story,Think Like a Man Too,70181428.0,2014-06-20,24000000.0,2.9242261666666667
77822372,91314,Michael Bay,Transformers: Age of Extinction,1091405097.0,2014-06-25,210000000.0,5.1971671285714285
77845988,218836,Roberts Gannaway,Planes: Fire & Rescue,151165787.0,2014-07-17,50000000.0,3.02331574
77855460,119450,Matt Reeves,Dawn of the Planet of the Apes,710644566.0,2014-06-26,170000000.0,4.180262152941176
77860212,259233,Masayuki Ochiai,呪怨: 終わりの始まり,0.0,2014-06-28,0.0,0.0
77860214,30146,Hideaki Anno,トップをねらえ！＆トップをねらえ２！合体劇場版!!,0.0,2006-10-01,0.0,0.0
77860862,238636,James DeMonaco,The Purge: Anarchy,108782847.0,2014-07-17,9000000.0,12.086983
77877262,118340,James Gunn,Guardians of the Galaxy,773328629.0,2014-07-30,170000000.0,4.548991935294118
77923342,138103,Patrick Hughes,The Expendables 3,206172544.0,2014-08-04,90000000.0,2.2908060444444445
77963518,150897,Ulrich Seidl,Paradies: Hoffnung,6701.0,2013-02-08,0.0,inf
77964085,56329,Oxide Pang Chun,C+ jing taam,0.0,2007-09-25,0.0,0.0
77964309,47401,George B. Seitz,Sky Murder,0.0,1940-09-27,0.0,0.0
77964358,26566,Émile Gaudreault,De père en flic,0.0,2009-07-08,0.0,0.0
77964430,242088,Michael Winterbottom,The Trip to Italy,0.0,2014-04-24,0.0,0.0
77964478,57331,Jérôme Salle,Largo Winch II,0.0,2011-02-16,21169000.0,0.0
78011134,243683,Trish Sie,Step Up All In,86165646.0,2014-07-16,45000000.0,1.914792133333333
78014698,284711,Kevin O'Neill,Sharktopus vs Pteracuda,0.0,2014-08-02,0.0,0.0
78014770,98566,Jonathan Liebesman,Teenage Mutant Ninja Turtles,477200000.0,2014-08-07,125000000.0,3.8176
78021070,59701,William Nigh,Mr. Wong in Chinatown,0.0,1939-08-01,0.0,0.0
78021146,198436,Ask Hasselbalch,Antboy,0.0,2013-09-07,0.0,0.0
78021389,314285,Ask Hasselbalch,Antboy II: Den røde furies hævn,0.0,2014-12-25,0.0,0.0
78021741,269650,Shinji Aramaki,Appleseed Alpha,0.0,2014-05-28,0.0,0.0
78022137,22937,Gerald Thomas,Carry On... Up the Khyber,0.0,1968-11-28,0.0,0.0
78022197,292893,Fred F. Sears,Snake River Desperadoes,0.0,1951-05-30,0.0,0.0
78022204,242022,Damon Beesley,The Inbetweeners 2,0.0,2014-08-06,0.0,0.0
78022206,242022,Iain Morris,The Inbetweeners 2,0.0,2014-08-06,0.0,0.0
78022388,22555,Robert Harmon,Jesse Stone: Thin Ice,0.0,2009-03-01,0.0,0.0
78026888,189,Robert Rodriguez,Sin City: A Dame to Kill For,39407616.0,2014-08-20,65000000.0,0.6062710153846154
78026902,189,Frank Miller,Sin City: A Dame to Kill For,39407616.0,2014-08-20,65000000.0,0.6062710153846154
78046488,38467,Phil Rosen,The Scarlet Clue,0.0,1945-05-11,0.0,0.0
78046568,273621,John Stockwell,Cat Run 2,0.0,2014-08-19,0.0,0.0
78046612,38462,Phil Rosen,Charlie Chan in the Secret Service,0.0,1944-02-14,0.0,0.0
78046729,199933,James Manera,Atlas Shrugged Part III: Who is John Galt?,846704.0,2014-09-12,5000000.0,0.1693408
78046855,287590,Keiichi Sato,聖闘士星矢 LEGEND of SANCTUARY,0.0,2014-06-21,0.0,0.0
78046891,32109,Gerald Thomas,Carry On Spying,0.0,1964-06-01,0.0,0.0
78047003,29328,Harry Lachman,Castle in the Desert,0.0,1942-02-02,0.0,0.0
78047195,198663,Wes Ball,The Maze Runner,348319861.0,2014-09-10,34000000.0,10.244701794117647
78068507,248504,Anthony C. Ferrante,Sharknado 2: The Second One,0.0,2014-07-30,0.0,0.0
78069515,2195,Marcus H. Rosenmüller,Beste Zeit,0.0,2008-01-31,0.0,0.0
78069596,257451,Mike Clattenburg,Trailer Park Boys: Don't Legalize It,0.0,2014-04-18,0.0,0.0
78069602,157424,Kaare Andrews,Cabin Fever: Patient Zero,0.0,2014-02-05,0.0,0.0
78069692,250546,John R. Leonetti,Annabelle,255273813.0,2014-10-02,6500000.0,39.272894307692304
78070060,8445,Göran Graffman,Madicken på Junibacken,0.0,1980-07-07,0.0,0.0
78070796,38455,Eugene Forde,Charlie Chan at Monte Carlo,0.0,1937-12-17,0.0,0.0
78071244,33386,Harry Lachman,Charlie Chan at the Circus,0.0,1936-03-27,0.0,0.0
78071468,1285,Santiago Segura,Torrente 3: El protector,0.0,2005-09-30,0.0,0.0
78071544,25148,H. Bruce Humberstone,Charlie Chan at the Olympics,0.0,1937-05-21,0.0,0.0
78071816,28044,H. Bruce Humberstone,Charlie Chan at the Opera,0.0,1936-12-05,0.0,0.0
78072056,38084,James Isaac,House III: The Horror Show,1738897.0,1989-04-28,0.0,inf
78072067,273641,Jeff Tremaine,Jackass Presents: Bad Grandpa .5,0.0,2014-06-03,0.0,0.0
78072085,54113,Richard Rich,The Swan Princess: Escape from Castle Mountain,273644.0,1997-01-01,0.0,inf
78072597,43398,Richard Thorpe,Challenge to Lassie,0.0,1949-01-01,0.0,0.0
78073173,245891,Chad Stahelski,John Wick,88761661.0,2014-10-22,20000000.0,4.43808305
78073263,245891,David Leitch,John Wick,88761661.0,2014-10-22,20000000.0,4.43808305
78262173,157829,Ned Benson,The Disappearance of Eleanor Rigby: Them,985007.0,2014-05-14,0.0,inf
78262823,256,François Truffaut,Antoine et Colette,0.0,1962-06-22,0.0,0.0
78262877,16049,Flemming Quist Møller,"Jungledyret Hugo 3: Fræk, flabet og fri",0.0,2007-12-21,0.0,0.0
78262880,16049,Jørgen Lerdam,"Jungledyret Hugo 3: Fræk, flabet og fri",0.0,2007-12-21,0.0,0.0
78263129,33387,H. Bruce Humberstone,Charlie Chan at the Race Track,0.0,1936-08-14,0.0,0.0
78263449,38457,Lynn Shores,Charlie Chan at the Wax Museum,0.0,1940-09-06,0.0,0.0
78263974,33388,Norman Foster,Charlie Chan at Treasure Island,0.0,1939-08-31,0.0,0.0
78264142,33389,Herbert I. Leeds,City in Darkness,0.0,1939-11-15,0.0,0.0
78264894,33392,H. Bruce Humberstone,Charlie Chan in Honolulu,0.0,1938-12-30,0.0,0.0
78265219,28302,Richard Rich,The Swan Princess: The Mystery of the Enchanted Kingdom,0.0,1998-08-04,0.0,0.0
78265264,38458,Norman Foster,Charlie Chan in Panama,0.0,1940-03-01,0.0,0.0
78266089,33393,Lewis Seiler,Charlie Chan in Paris,0.0,1935-01-21,0.0,0.0
78266094,33393,Hamilton MacFadden,Charlie Chan in Paris,0.0,1935-01-21,0.0,0.0
78266789,33394,Norman Foster,Charlie Chan in Reno,0.0,1939-06-16,0.0,0.0
78266929,38461,Harry Lachman,Charlie Chan in Rio,0.0,1941-09-05,0.0,0.0
78267304,38463,Phil Rosen,The Chinese Cat,0.0,1944-05-20,0.0,0.0
78267544,38454,Eugene Forde,Charlie Chan on Broadway,0.0,1937-09-22,0.0,0.0
78267768,36323,Stefan Fjeldmark,Jungledyret,0.0,1993-01-01,0.0,0.0
78267772,36323,Flemming Quist Møller,Jungledyret,0.0,1993-01-01,0.0,0.0
78267960,267333,John G. Blystone,Charlie Chan's Chance,0.0,1932-01-24,0.0,0.0
78267966,267336,Eugene Forde,Charlie Chan's Courage,0.0,1934-07-06,0.0,0.0
78267967,267336,George Hadden,Charlie Chan's Courage,0.0,1934-07-06,0.0,0.0
78267978,39262,John Gilling,The Mummy's Shroud,0.0,1967-03-15,0.0,0.0
78267993,39263,Seth Holt,Blood from the Mummy's Tomb,0.0,1971-06-16,0.0,0.0
